"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,38;0,0063333333;20220506 12:51:42;49,75;5;0,41;2,05;5;0,41;2,05
1;1,38;0,023;20220506 12:51:43;49,5;5;0,41;2,05;5;0,41;2,05
2;2,383;0,0397166667;20220506 12:51:44;49,5;5;0,4;2;5;0,41;2,05
3;3,38;0,0563333333;20220506 12:51:45;49,5;5;0,41;2,05;5;0,49;2,45
4;4,381;0,0730166667;20220506 12:51:46;49,75;5;0,4;2;5;0,41;2,05
5;5,383;0,0897166667;20220506 12:51:47;50;5;0,4;2;5;0,41;2,05
6;6,381;0,10635;20220506 12:51:48;50;5;0,41;2,05;5;0,41;2,05
7;7,38;0,123;20220506 12:51:49;49,75;5;0,4;2;5;0,41;2,05
8;8,381;0,1396833333;20220506 12:51:50;49,75;5;0,41;2,05;5;0,41;2,05
9;9,384;0,1564;20220506 12:51:51;49,75;5;0,4;2;5;0,41;2,05
10;10,383;0,17305;20220506 12:51:52;49,75;5;0,4;2;5;0,41;2,05
11;11,38;0,1896666667;20220506 12:51:53;49,75;5;0,4;2;5;0,41;2,05
12;12,381;0,20635;20220506 12:51:54;49,75;5;0,41;2,05;5;0,41;2,05
13;13,381;0,2230166667;20220506 12:51:55;49,75;5;0,4;2;5;0,41;2,05
14;14,381;0,2396833333;20220506 12:51:56;49,5;5;0,41;2,05;5;0,41;2,05
15;15,381;0,25635;20220506 12:51:57;49,5;5;0,41;2,05;5;0,41;2,05
16;16,381;0,2730166667;20220506 12:51:58;49,5;5;0,4;2;5;0,41;2,05
17;17,381;0,2896833333;20220506 12:51:59;49,5;5;0,41;2,05;5;0,41;2,05
18;18,383;0,3063833333;20220506 12:52:00;49,5;5;0,4;2;5;0,41;2,05
19;19,381;0,3230166667;20220506 12:52:01;49,5;5;0,41;2,05;5;0,41;2,05
20;20,381;0,3396833333;20220506 12:52:02;49,5;5;0,4;2;5;0,41;2,05
21;21,38;0,3563333333;20220506 12:52:03;49,5;5;0,4;2;5;0,41;2,05
22;22,381;0,3730166667;20220506 12:52:04;49,5;5;0,41;2,05;5;0,41;2,05
23;23,383;0,3897166667;20220506 12:52:05;49,25;5;0,41;2,05;5;0,41;2,05
24;24,382;0,4063666667;20220506 12:52:06;49,25;5;0,41;2,05;5;0,41;2,05
25;25,38;0,423;20220506 12:52:07;49,5;5;0,41;2,05;5;0,41;2,05
26;26,381;0,4396833333;20220506 12:52:08;49,5;5;0,41;2,05;5;0,41;2,05
27;27,384;0,4564;20220506 12:52:09;49,5;5;0,41;2,05;5;0,41;2,05
28;28,38;0,473;20220506 12:52:10;49,5;5;0,4;2;5;0,41;2,05
29;29,381;0,4896833333;20220506 12:52:11;49,5;5;0,4;2;5;0,41;2,05
30;30,38;0,5063333333;20220506 12:52:12;49,5;5;0,4;2;5;0,41;2,05
31;31,383;0,52305;20220506 12:52:13;49,5;5;0,41;2,05;5;0,41;2,05
32;32,38;0,5396666667;20220506 12:52:14;49,5;5;0,4;2;5;0,41;2,05
33;33,38;0,5563333333;20220506 12:52:15;49,75;5;0,41;2,05;5;0,41;2,05
34;34,38;0,573;20220506 12:52:16;49,5;5;0,41;2,05;5;0,41;2,05
35;35,38;0,5896666667;20220506 12:52:17;49,5;5;0,4;2;5;0,41;2,05
36;36,38;0,6063333333;20220506 12:52:18;49,5;5;0,41;2,05;5;0,41;2,05
37;37,38;0,623;20220506 12:52:19;49,5;5;0,4;2;5;0,41;2,05
38;38,385;0,63975;20220506 12:52:20;49,5;5;0,4;2;5;0,41;2,05
39;39,381;0,65635;20220506 12:52:21;49,5;5;0,41;2,05;5;0,41;2,05
40;40,38;0,673;20220506 12:52:22;49,25;5;0,41;2,05;5;0,41;2,05
41;41,381;0,6896833333;20220506 12:52:23;49,25;5;0,41;2,05;5;0,41;2,05
42;42,381;0,70635;20220506 12:52:24;49,25;5;0,41;2,05;5;0,41;2,05
43;43,38;0,723;20220506 12:52:25;49,5;5;0,41;2,05;5;0,41;2,05
44;44,385;0,73975;20220506 12:52:26;49,25;5;0,41;2,05;5;0,41;2,05
45;45,381;0,75635;20220506 12:52:27;49,5;5;0,4;2;5;0,41;2,05
46;46,381;0,7730166667;20220506 12:52:28;49,25;5;0,41;2,05;5;0,41;2,05
47;47,38;0,7896666667;20220506 12:52:29;49,25;5;0,4;2;5;0,41;2,05
48;48,38;0,8063333333;20220506 12:52:30;49,25;5;0,4;2;5;0,41;2,05
49;49,382;0,8230333333;20220506 12:52:31;49,25;5;0,4;2;5;0,41;2,05
50;50,381;0,8396833333;20220506 12:52:32;49,25;5;0,4;2;5;0,41;2,05
51;51,383;0,8563833333;20220506 12:52:33;49,25;5;0,4;2;5;0,41;2,05
52;52,382;0,8730333333;20220506 12:52:34;49,25;5;0,4;2;5;0,41;2,05
53;53,383;0,8897166667;20220506 12:52:35;49,25;5;0,41;2,05;5;0,41;2,05
54;54,384;0,9064;20220506 12:52:36;49,25;5;0,4;2;5;0,41;2,05
55;55,381;0,9230166667;20220506 12:52:37;49,25;5;0,4;2;5;0,41;2,05
56;56,381;0,9396833333;20220506 12:52:38;49,25;5;0,41;2,05;5;0,41;2,05
57;57,38;0,9563333333;20220506 12:52:39;49,25;5;0,41;2,05;5;0,41;2,05
58;58,381;0,9730166667;20220506 12:52:40;49,25;5;0,41;2,05;5;0,41;2,05
59;59,381;0,9896833333;20220506 12:52:41;49,25;5;0,41;2,05;5;0,41;2,05
60;60,38;1,0063333333;20220506 12:52:42;49,25;5;0,41;2,05;5;0,41;2,05
61;61,381;1,0230166667;20220506 12:52:43;49,25;5;0,41;2,05;5;0,41;2,05
62;62,38;1,0396666667;20220506 12:52:44;49,25;5;0,41;2,05;5;0,41;2,05
63;63,381;1,05635;20220506 12:52:45;49,25;5;0,4;2;5;0,41;2,05
64;64,381;1,0730166667;20220506 12:52:46;49,5;5;0,4;2;5;0,41;2,05
65;65,381;1,0896833333;20220506 12:52:47;49,5;5;0,4;2;5;0,41;2,05
66;66,381;1,10635;20220506 12:52:48;49,5;5;0,4;2;5;0,41;2,05
67;67,38;1,123;20220506 12:52:49;49,25;5;0,4;2;5;0,4;2
68;68,38;1,1396666667;20220506 12:52:50;49,25;5;0,4;2;5;0,4;2
69;69,384;1,1564;20220506 12:52:51;49;5;0,4;2;5;0,41;2,05
70;70,38;1,173;20220506 12:52:52;49;5;0,4;2;5;0,41;2,05
71;71,382;1,1897;20220506 12:52:53;49;5;0,41;2,05;5;0,41;2,05
72;72,38;1,2063333333;20220506 12:52:54;49;5;0,4;2;5;0,41;2,05
73;73,38;1,223;20220506 12:52:55;49;5;0,41;2,05;5;0,41;2,05
74;74,38;1,2396666667;20220506 12:52:56;49;5;0,41;2,05;5;0,41;2,05
75;75,383;1,2563833333;20220506 12:52:57;49;5;0,4;2;5;0,41;2,05
76;76,385;1,2730833333;20220506 12:52:58;49;5;0,4;2;5;0,41;2,05
77;77,385;1,28975;20220506 12:52:59;49;5;0,41;2,05;5;0,4;2
78;78,38;1,3063333333;20220506 12:53:00;49;5;0,4;2;5;0,41;2,05
79;79,38;1,323;20220506 12:53:01;49,25;5;0,41;2,05;5;0,41;2,05
80;80,385;1,33975;20220506 12:53:02;49,25;5;0,41;2,05;5;0,41;2,05
81;81,381;1,35635;20220506 12:53:03;49;5;0,4;2;5;0,41;2,05
82;82,38;1,373;20220506 12:53:04;49,25;5;0,4;2;5;0,41;2,05
83;83,38;1,3896666667;20220506 12:53:05;49,25;5;0,4;2;5;0,41;2,05
84;84,38;1,4063333333;20220506 12:53:06;49,25;5;0,4;2;5;0,41;2,05
85;85,38;1,423;20220506 12:53:07;49,25;5;0,4;2;5;0,41;2,05
86;86,383;1,4397166667;20220506 12:53:08;49,25;5;0,4;2;5;0,41;2,05
87;87,38;1,4563333333;20220506 12:53:09;49,25;5;0,4;2;5;0,41;2,05
88;88,385;1,4730833333;20220506 12:53:10;49,25;5;0,4;2;5;0,41;2,05
89;89,385;1,48975;20220506 12:53:11;49,25;5;0,4;2;5;0,41;2,05
90;90,38;1,5063333333;20220506 12:53:12;49,25;5;0,4;2;5;0,41;2,05
91;91,38;1,523;20220506 12:53:13;49,25;5;0,4;2;5;0,41;2,05
92;92,381;1,5396833333;20220506 12:53:14;49,25;5;0,4;2;5;0,41;2,05
93;93,383;1,5563833333;20220506 12:53:15;49;5;0,41;2,05;5;0,41;2,05
94;94,383;1,57305;20220506 12:53:16;49;5;0,4;2;5;0,41;2,05
95;95,385;1,58975;20220506 12:53:17;49;5;0,4;2;5;0,41;2,05
96;96,38;1,6063333333;20220506 12:53:18;49;5;0,41;2,05;5;0,41;2,05
97;97,385;1,6230833333;20220506 12:53:19;49;5;0,41;2,05;5;0,41;2,05
98;98,38;1,6396666667;20220506 12:53:20;49;5;0,4;2;5;0,41;2,05
99;99,38;1,6563333333;20220506 12:53:21;49;5;0,4;2;5;0,41;2,05
100;100,383;1,67305;20220506 12:53:22;49;5;0,4;2;5;0,41;2,05
101;101,38;1,6896666667;20220506 12:53:23;49;5;0,41;2,05;5;0,41;2,05
102;102,386;1,7064333333;20220506 12:53:24;49;5;0,4;2;5;0,4;2
103;103,38;1,723;20220506 12:53:25;49;5;0,4;2;5;0,41;2,05
104;104,38;1,7396666667;20220506 12:53:26;49;5;0,4;2;5;0,41;2,05
105;105,382;1,7563666667;20220506 12:53:27;49;5;0,4;2;5;0,41;2,05
106;106,384;1,7730666667;20220506 12:53:28;49;5;0,4;2;5;0,41;2,05
107;107,383;1,7897166667;20220506 12:53:29;49;5;0,4;2;5;0,41;2,05
108;108,38;1,8063333333;20220506 12:53:30;49,25;5;0,4;2;5;0,41;2,05
109;109,385;1,8230833333;20220506 12:53:31;49,25;5;0,41;2,05;5;0,41;2,05
110;110,381;1,8396833333;20220506 12:53:32;49;5;0,4;2;5;0,41;2,05
111;111,385;1,8564166667;20220506 12:53:33;49;5;0,41;2,05;5;0,41;2,05
112;112,38;1,873;20220506 12:53:34;49;5;0,41;2,05;5;0,41;2,05
113;113,38;1,8896666667;20220506 12:53:35;49;5;0,41;2,05;5;0,41;2,05
114;114,383;1,9063833333;20220506 12:53:36;49;5;0,41;2,05;5;0,41;2,05
115;115,381;1,9230166667;20220506 12:53:37;49;5;0,4;2;5;0,41;2,05
116;116,385;1,93975;20220506 12:53:38;49;5;0,41;2,05;5;0,41;2,05
117;117,385;1,9564166667;20220506 12:53:39;49;5;0,4;2;5;0,41;2,05
118;118,38;1,973;20220506 12:53:40;49,25;5;0,4;2;5;0,41;2,05
119;119,386;1,9897666667;20220506 12:53:41;49,25;5;0,4;2;5;0,41;2,05
