"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
1408;1408,256;23,4709333333;20220426 13:44:10;5;0,4;2;5;0,43;2,15
1409;1409,262;23,4877;20220426 13:44:11;5;0,4;2;5;0,63;3,15
1410;1410,259;23,5043166667;20220426 13:44:12;5;0,49;2,45;5;0,65;3,25
1411;1411,258;23,5209666667;20220426 13:44:13;5;0,43;2,15;5;0,63;3,15
1412;1412,264;23,5377333333;20220426 13:44:14;5;0,47;2,35;5;0,76;3,8
1413;1413,258;23,5543;20220426 13:44:15;5;0,46;2,3;5;0,73;3,65
1414;1414,258;23,5709666667;20220426 13:44:16;5;0,43;2,15;5;0,85;4,25
1415;1415,256;23,5876;20220426 13:44:17;5;0,49;2,45;5;0,49;2,45
1416;1416,26;23,6043333333;20220426 13:44:18;5;0,49;2,45;5;0,54;2,7
1417;1417,256;23,6209333333;20220426 13:44:19;5;0,51;2,55;5;0,88;4,4
1418;1418,265;23,63775;20220426 13:44:20;5;0,4;2;5;0,67;3,35
1419;1419,265;23,6544166667;20220426 13:44:21;5;0,4;2;5;0,64;3,2
1420;1420,256;23,6709333333;20220426 13:44:22;5;0,4;2;5;0,41;2,05
1421;1421,259;23,68765;20220426 13:44:23;5;0,41;2,05;5;0,41;2,05
1422;1422,263;23,7043833333;20220426 13:44:24;5;0,47;2,35;5;0,72;3,6
1423;1423,256;23,7209333333;20220426 13:44:25;5;0,47;2,35;5;0,77;3,85
1424;1424,259;23,73765;20220426 13:44:26;5;0,47;2,35;5;0,74;3,7
1425;1425,256;23,7542666667;20220426 13:44:27;5;0,47;2,35;5;0,76;3,8
1426;1426,259;23,7709833333;20220426 13:44:28;5;0,47;2,35;5;0,8;4
1427;1427,257;23,7876166667;20220426 13:44:29;5;0,47;2,35;5;0,74;3,7
1428;1428,259;23,8043166667;20220426 13:44:30;5;0,47;2,35;5;0,75;3,95
1429;1429,256;23,8209333333;20220426 13:44:31;5;0,47;2,35;5;0,75;3,75
1430;1430,26;23,8376666667;20220426 13:44:32;5;0,41;2,05;5;0,49;2,45
1431;1431,258;23,8543;20220426 13:44:33;5;0,4;2;5;0,5;2,5
1432;1432,255;23,8709166667;20220426 13:44:34;5;0,41;2,05;5;0,7;3,5
1433;1433,264;23,8877333333;20220426 13:44:35;5;0,4;2;5;0,44;2,2
1434;1434,257;23,9042833333;20220426 13:44:36;5;0,41;2,05;5;0,41;2,05
1435;1435,259;23,9209833333;20220426 13:44:37;5;0,46;2,3;5;0,75;3,75
1436;1436,256;23,9376;20220426 13:44:38;5;0,41;2,05;5;0,66;3,3
1437;1437,26;23,9543333333;20220426 13:44:39;5;0,41;2,05;5;0,41;2,05
1438;1438,257;23,97095;20220426 13:44:40;5;0,41;2,05;5;0,42;2,1
1439;1439,258;23,9876333333;20220426 13:44:41;5;0,47;2,35;5;0,74;3,7
1440;1440,256;24,0042666667;20220426 13:44:42;5;0,41;2,05;5;0,79;3,95
1441;1441,261;24,0210166667;20220426 13:44:43;5;0,4;2;5;0,49;2,45
1442;1442,258;24,0376333333;20220426 13:44:44;5;0,41;2,05;5;0,41;2,05
1443;1443,26;24,0543333333;20220426 13:44:45;5;0,47;2,35;5;0,87;4,35
1444;1444,259;24,0709833333;20220426 13:44:46;5;0,41;2,05;5;0,64;3,2
1445;1445,257;24,0876166667;20220426 13:44:47;5;0,4;2;5;0,41;2,05
1446;1446,265;24,1044166667;20220426 13:44:48;5;0,41;2,05;5;0,76;3,8
1447;1447,26;24,121;20220426 13:44:49;5;0,41;2,05;5;0,88;4,4
1448;1448,258;24,1376333333;20220426 13:44:50;5;0,42;2,1;5;0,67;3,35
1449;1449,259;24,1543166667;20220426 13:44:51;5;0,41;2,05;5;0,66;3,3
1450;1450,256;24,1709333333;20220426 13:44:52;5;0,41;2,05;5;0,63;3,15
1451;1451,258;24,1876333333;20220426 13:44:53;5;0,4;2;5;0,49;2,45
1452;1452,256;24,2042666667;20220426 13:44:54;5;0,4;2;5;0,46;2,3
1453;1453,265;24,2210833333;20220426 13:44:55;5;0,41;2,05;5;0,45;3,85
1454;1454,257;24,2376166667;20220426 13:44:56;5;0,4;2;5;0,65;3,25
1455;1455,26;24,2543333333;20220426 13:44:57;5;0,51;2,55;5;0,84;4,2
1456;1456,257;24,27095;20220426 13:44:58;5;0,49;2,45;5;0,66;3,3
1457;1457,257;24,2876166667;20220426 13:44:59;5;0,41;2,05;5;0,5;2,5
1458;1458,257;24,3042833333;20220426 13:45:00;5;0,4;2;5;0,49;2,45
1459;1459,265;24,3210833333;20220426 13:45:01;5;0,42;2,1;5;0,43;2,15
