"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
2174;2174,257;36,2376166667;20220426 13:56:56;5;0,4;2;5;0,56;2,8
2175;2175,26;36,2543333333;20220426 13:56:57;5;0,51;2,55;5;0,6;3
2176;2176,263;36,27105;20220426 13:56:58;5;0,62;3,1;5;0,68;3,4
2177;2177,257;36,2876166667;20220426 13:56:59;5;0,47;2,35;5;0,75;3,75
2178;2178,257;36,3042833333;20220426 13:57:00;5;0,47;2,35;5;0,77;3,85
2179;2179,263;36,32105;20220426 13:57:01;5;0,47;2,35;5;0,73;3,65
2180;2180,259;36,33765;20220426 13:57:02;5;0,41;2,05;5;0,84;4,2
2181;2181,26;36,3543333333;20220426 13:57:03;5;0,49;2,45;5;0,49;2,45
2182;2182,26;36,371;20220426 13:57:04;5;0,51;2,55;5;0,66;3,3
2183;2183,262;36,3877;20220426 13:57:05;5;0,49;2,45;5;0,7;3,5
2184;2184,26;36,4043333333;20220426 13:57:06;5;0,41;2,05;5;0,46;2,3
2185;2185,262;36,4210333333;20220426 13:57:07;5;0,4;2;5;0,72;3,6
2186;2186,259;36,43765;20220426 13:57:08;5;0,47;2,35;5;0,74;3,7
2187;2187,256;36,4542666667;20220426 13:57:09;5;0,47;2,35;5;0,74;3,7
2188;2188,263;36,47105;20220426 13:57:10;5;0,47;2,35;5;0,74;3,7
2189;2189,258;36,4876333333;20220426 13:57:11;5;0,47;2,35;5;0,74;3,7
2190;2190,259;36,5043166667;20220426 13:57:12;5;0,45;2,25;5;0,69;3,45
2191;2191,258;36,5209666667;20220426 13:57:13;5;0,41;2,05;5;0,46;2,3
2192;2192,261;36,5376833333;20220426 13:57:14;5;0,45;2,25;5;0,46;2,3
2193;2193,26;36,5543333333;20220426 13:57:15;5;0,47;2,35;5;0,78;3,9
2194;2194,258;36,5709666667;20220426 13:57:16;5;0,47;2,35;5;0,71;3,55
2195;2195,26;36,5876666667;20220426 13:57:18;5;0,43;2,15;5;0,67;2,45
2196;2196,539;36,6089833333;20220426 13:57:18;5;0,41;2,05;5;0,49;2,45
2197;2197,263;36,62105;20220426 13:57:19;5;0,41;2,05;5;0,68;3,4
2198;2198,259;36,63765;20220426 13:57:20;5;0,41;2,05;5;0,72;3,6
2199;2199,262;36,6543666667;20220426 13:57:21;5;0,4;2;5;0,49;2,45
2200;2200,256;36,6709333333;20220426 13:57:22;5;0,41;2,05;5;0,41;2,05
2201;2201,258;36,6876333333;20220426 13:57:23;5;0,41;2,05;5;0,66;3,3
2202;2202,255;36,70425;20220426 13:57:24;5;0,41;2,05;5;0,79;3,95
2203;2203,265;36,7210833333;20220426 13:57:25;5;0,43;2,15;5;0,74;3,7
2204;2204,259;36,73765;20220426 13:57:26;5;0,41;2,05;5;0,41;2,05
2205;2205,258;36,7543;20220426 13:57:27;5;0,41;2,05;5;0,41;2,05
2206;2206,258;36,7709666667;20220426 13:57:28;5;0,47;2,35;5;0,71;3,55
2207;2207,255;36,7875833333;20220426 13:57:29;5;0,41;2,05;5;0,87;4,35
2208;2208,256;36,8042666667;20220426 13:57:30;5;0,41;2,05;5;0,47;2,35
2209;2209,259;36,8209833333;20220426 13:57:31;5;0,41;2,05;5;0,45;2,25
2210;2210,265;36,83775;20220426 13:57:32;5;0,41;2,05;5;0,91;4,55
2211;2211,259;36,8543166667;20220426 13:57:33;5;0,41;2,05;5;0,5;2,5
2212;2212,256;36,8709333333;20220426 13:57:34;5;0,41;2,05;5;0,56;2,8
2213;2213,257;36,8876166667;20220426 13:57:35;5;0,42;2,1;5;0,65;3,25
2214;2214,255;36,90425;20220426 13:57:36;5;0,45;2,25;5;0,67;3,35
2215;2215,259;36,9209833333;20220426 13:57:37;5;0,4;2;5;0,81;4,05
2216;2216,255;36,9375833333;20220426 13:57:38;5;0,41;2,05;5;0,69;3,45
2217;2217,256;36,9542666667;20220426 13:57:39;5;0,4;2;5;0,72;3,6
2218;2218,263;36,97105;20220426 13:57:40;5;0,41;2,05;5;0,41;2,05
2219;2219,263;36,9877166667;20220426 13:57:41;5;0,4;2;5;0,52;2,6
2220;2220,258;37,0043;20220426 13:57:42;5;0,4;2;5;0,83;4,15
2221;2221,264;37,0210666667;20220426 13:57:43;5;0,49;2,45;5;0,77;3,85
2222;2222,259;37,03765;20220426 13:57:44;5;0,49;2,45;5;0,61;3,05
2223;2223,259;37,0543166667;20220426 13:57:45;5;0,41;2,05;5;0,41;2,05
