"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
1981;1981,257;33,02095;20220426 13:53:43;5;0,4;2;5;0,44;2,2
1982;1982,256;33,0376;20220426 13:53:44;5;0,4;2;5;0,61;3,05
1983;1983,262;33,0543666667;20220426 13:53:45;5;0,49;2,45;5;0,71;3,55
1984;1984,264;33,0710666667;20220426 13:53:46;5;0,57;2,85;5;0,7;3,5
1985;1985,256;33,0876;20220426 13:53:47;5;0,51;2,55;5;0,73;3,65
1986;1986,256;33,1042666667;20220426 13:53:48;5;0,45;2,25;5;0,78;3,9
1987;1987,256;33,1209333333;20220426 13:53:49;5;0,4;2;5;0,83;4,15
1988;1988,264;33,1377333333;20220426 13:53:50;5;0,49;2,45;5;0,49;2,45
1989;1989,256;33,1542666667;20220426 13:53:51;5;0,49;2,45;5;0,64;3,2
1990;1990,256;33,1709333333;20220426 13:53:52;5;0,51;2,55;5;0,78;3,9
1991;1991,264;33,1877333333;20220426 13:53:53;5;0,49;2,45;5;0,64;3,2
1992;1992,256;33,2042666667;20220426 13:53:54;5;0,41;2,05;5;0,49;2,45
1993;1993,255;33,2209166667;20220426 13:53:55;5;0,4;2;5;0,41;2,05
1994;1994,256;33,2376;20220426 13:53:56;5;0,47;2,35;5;0,78;3,9
1995;1995,255;33,25425;20220426 13:53:57;5;0,47;2,35;5;0,75;3,75
1996;1996,26;33,271;20220426 13:53:58;5;0,47;2,35;5;0,74;3,7
1997;1997,256;33,2876;20220426 13:53:59;5;0,47;2,35;5;0,75;3,75
1998;1998,264;33,3044;20220426 13:54:00;5;0,47;2,35;5;0,75;3,75
1999;1999,263;33,32105;20220426 13:54:01;5;0,48;2,4;5;0,46;2,3
2000;2000,255;33,3375833333;20220426 13:54:02;5;0,4;2;5;0,51;2,55
2001;2001,255;33,35425;20220426 13:54:03;5;0,47;2,35;5;0,7;3,5
2002;2002,264;33,3710666667;20220426 13:54:04;5;0,47;2,35;5;0,76;3,8
2003;2003,256;33,3876;20220426 13:54:05;5;0,45;2,25;5;0,74;3,7
2004;2004,256;33,4042666667;20220426 13:54:07;5;0,41;2,15;5;0,81;4,05
2005;2005,773;33,42955;20220426 13:54:07;5;0,43;2,15;5;0,81;4,05
2006;2006,264;33,4377333333;20220426 13:54:08;5;0,43;2,15;5;0,7;3,5
2007;2007,255;33,45425;20220426 13:54:09;5;0,4;2;5;0,46;2,3
2008;2008,255;33,4709166667;20220426 13:54:10;5;0,4;2;5;0,68;3,4
2009;2009,264;33,4877333333;20220426 13:54:11;5;0,45;2,25;5;0,85;4,25
2010;2010,255;33,50425;20220426 13:54:12;5;0,42;2,1;5;0,64;3,2
2011;2011,259;33,5209833333;20220426 13:54:13;5;0,41;2,05;5;0,49;2,45
2012;2012,256;33,5376;20220426 13:54:14;5;0,4;2;5;0,6;3
2013;2013,264;33,5544;20220426 13:54:15;5;0,45;2,25;5;0,8;4
2014;2014,255;33,5709166667;20220426 13:54:16;5;0,4;2;5;0,49;2,45
2015;2015,262;33,5877;20220426 13:54:17;5;0,41;2,05;5;0,41;2,05
2016;2016,255;33,60425;20220426 13:54:18;5;0,4;2;5;0,81;4,05
2017;2017,255;33,6209166667;20220426 13:54:19;5;0,41;2,05;5;0,64;3,2
2018;2018,259;33,63765;20220426 13:54:20;5;0,4;2;5;0,41;2,05
2019;2019,255;33,65425;20220426 13:54:21;5;0,4;2;5;0,75;3,75
2020;2020,263;33,67105;20220426 13:54:22;5;0,47;2,35;5;0,8;4
2021;2021,255;33,6875833333;20220426 13:54:23;5;0,4;2;5;0,65;3,25
2022;2022,264;33,7044;20220426 13:54:24;5;0,4;2;5;0,69;3,45
2023;2023,255;33,7209166667;20220426 13:54:25;5;0,4;2;5;0,68;3,4
2024;2024,264;33,7377333333;20220426 13:54:26;5;0,41;2,05;5;0,67;3,35
2025;2025,258;33,7543;20220426 13:54:27;5;0,4;2;5;0,64;3,2
2026;2026,256;33,7709333333;20220426 13:54:28;5;0,4;2;5;0,49;2,45
2027;2027,264;33,7877333333;20220426 13:54:29;5;0,4;2;5;0,41;2,05
2028;2028,255;33,80425;20220426 13:54:30;5;0,41;2,05;5;0,7;3,5
2029;2029,262;33,8210333333;20220426 13:54:31;5;0,41;2,05;5;0,66;3,3
2030;2030,263;33,8377166667;20220426 13:54:32;5;0,47;2,35;5;0,8;4
2031;2031,255;33,85425;20220426 13:54:33;5;0,47;2,35;5;0,64;3,2
2032;2032,263;33,87105;20220426 13:54:34;5;0,41;2,05;5;0,5;2,5
2033;2033,256;33,8876;20220426 13:54:35;5;0,49;2,45;5;0,6;3
2034;2034,262;33,9043666667;20220426 13:54:36;5;0,41;2,05;5;0,49;2,45
