"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
1218;1218,259;20,3043166667;20220426 13:41:00;5;0,4;2;5;0,7;3,5
1219;1219,259;20,3209833333;20220426 13:41:01;5;0,55;2,75;5;0,66;3,3
1220;1220,255;20,3375833333;20220426 13:41:02;5;0,62;3,1;5;0,72;3,6
1221;1221,257;20,3542833333;20220426 13:41:03;5;0,47;2,35;5;0,75;3,75
1222;1222,257;20,37095;20220426 13:41:04;5;0,47;2,35;5;0,74;3,7
1223;1223,263;20,3877166667;20220426 13:41:05;5;0,4;2;5;0,85;4,25
1224;1224,256;20,4042666667;20220426 13:41:06;5;0,49;2,45;5;0,63;3,15
1225;1225,259;20,4209833333;20220426 13:41:07;5;0,51;2,55;5;0,65;3,25
1226;1226,256;20,4376;20220426 13:41:08;5;0,5;2,5;5;0,63;3,15
1227;1227,261;20,45435;20220426 13:41:09;5;0,4;2;5;0,68;3,4
1228;1228,258;20,4709666667;20220426 13:41:10;5;0,4;2;5;0,51;2,55
1229;1229,257;20,4876166667;20220426 13:41:11;5;0,4;2;5;0,43;2,15
1230;1230,263;20,5043833333;20220426 13:41:12;5;0,47;2,35;5;0,72;3,6
1231;1231,261;20,5210166667;20220426 13:41:13;5;0,47;2,35;5;0,75;3,75
1232;1232,259;20,53765;20220426 13:41:14;5;0,46;2,3;5;0,81;4,05
1233;1233,256;20,5542666667;20220426 13:41:15;5;0,4;2;5;0,48;2,4
1234;1234,255;20,5709166667;20220426 13:41:16;5;0,47;2,35;5;0,46;2,3
1235;1235,258;20,5876333333;20220426 13:41:17;5;0,47;2,35;5;0,78;3,9
1236;1236,257;20,6042833333;20220426 13:41:18;5;0,47;2,35;5;0,78;3,9
1237;1237,263;20,62105;20220426 13:41:19;5;0,47;2,35;5;0,74;3,7
1238;1238,257;20,6376166667;20220426 13:41:20;5;0,47;2,35;5;0,74;3,7
1239;1239,259;20,6543166667;20220426 13:41:21;5;0,41;2,05;5;0,75;3,75
1240;1240,262;20,6710333333;20220426 13:41:22;5;0,41;2,05;5;0,55;2,75
1241;1241,26;20,6876666667;20220426 13:41:23;5;0,42;2,1;5;0,5;2,5
1242;1242,257;20,7042833333;20220426 13:41:24;5;0,4;2;5;0,84;4,2
1243;1243,263;20,72105;20220426 13:41:25;5;0,41;2,05;5;0,42;2,1
1244;1244,256;20,7376;20220426 13:41:26;5;0,4;2;5;0,41;2,05
1245;1245,263;20,7543833333;20220426 13:41:27;5;0,45;2,25;5;0,73;3,65
1246;1246,259;20,7709833333;20220426 13:41:28;5;0,41;2,05;5;0,64;3,2
1247;1247,262;20,7877;20220426 13:41:29;5;0,41;2,05;5;0,49;2,45
1248;1248,255;20,80425;20220426 13:41:30;5;0,4;2;5;0,41;2,05
1249;1249,257;20,82095;20220426 13:41:31;5;0,46;2,3;5;0,81;4,05
1250;1250,255;20,8375833333;20220426 13:41:32;5;0,4;2;5;0,75;3,75
1251;1251,263;20,8543833333;20220426 13:41:33;5;0,4;2;5;0,46;2,3
1252;1252,26;20,871;20220426 13:41:34;5;0,4;2;5;0,41;2,05
1253;1253,264;20,8877333333;20220426 13:41:35;5;0,47;2,35;5;0,75;3,75
1254;1254,256;20,9042666667;20220426 13:41:36;5;0,41;2,05;5;0,88;4,4
1255;1255,259;20,9209833333;20220426 13:41:37;5;0,41;2,05;5;0,49;2,45
1256;1256,257;20,9376166667;20220426 13:41:38;5;0,4;2;5;0,41;2,05
1257;1257,264;20,9544;20220426 13:41:39;5;0,41;2,05;5;0,68;3,4
1258;1258,259;20,9709833333;20220426 13:41:40;5;0,47;2,35;5;0,83;4,15
1259;1259,261;20,9876833333;20220426 13:41:41;5;0,41;2,05;5;0,77;3,85
1260;1260,264;21,0044;20220426 13:41:42;5;0,41;2,05;5;0,65;3,25
1261;1261,255;21,0209166667;20220426 13:41:43;5;0,41;2,05;5;0,66;3,3
1262;1262,257;21,0376166667;20220426 13:41:44;5;0,41;2,05;5;0,64;3,2
1263;1263,256;21,0542666667;20220426 13:41:45;5;0,4;2;5;0,46;2,3
1264;1264,257;21,07095;20220426 13:41:46;5;0,41;2,05;5;0,74;3,7
1265;1265,261;21,0876833333;20220426 13:41:47;5;0,4;2;5;0,81;4,05
1266;1266,258;21,1043;20220426 13:41:48;5;0,41;2,05;5;0,86;4,3
1267;1267,263;21,12105;20220426 13:41:49;5;0,49;2,45;5;0,83;4,15
1268;1268,256;21,1376;20220426 13:41:50;5;0,41;2,05;5;0,46;2,3
1269;1269,258;21,1543;20220426 13:41:51;5;0,4;2;5;0,41;2,05
