"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
444;444,26;7,4043333333;20220426 13:28:06;5;0,4;2;5;0,43;2,15
445;445,257;7,42095;20220426 13:28:07;5;0,4;2;5;0,49;2,45
446;446,258;7,4376333333;20220426 13:28:08;5;0,63;3,15;5;0,61;3,05
447;447,26;7,4543333333;20220426 13:28:09;5;0,52;2,6;5;0,68;3,4
448;448,258;7,4709666667;20220426 13:28:10;5;0,47;2,35;5;0,74;3,7
449;449,255;7,4875833333;20220426 13:28:11;5;0,47;2,35;5;0,7;3,5
450;450,26;7,5043333333;20220426 13:28:12;5;0,4;2;5;0,83;4,15
451;451,26;7,521;20220426 13:28:13;5;0,48;2,4;5;0,63;3,15
452;452,256;7,5376;20220426 13:28:14;5;0,49;2,45;5;0,61;3,05
453;453,256;7,5542666667;20220426 13:28:15;5;0,5;2,5;5;0,66;3,3
454;454,255;7,5709166667;20220426 13:28:16;5;0,41;2,05;5;0,7;3,5
455;455,258;7,5876333333;20220426 13:28:17;5;0,4;2;5;0,57;2,85
456;456,261;7,60435;20220426 13:28:18;5;0,41;2,05;5;0,45;2,25
457;457,26;7,621;20220426 13:28:19;5;0,47;2,35;5;0,75;3,75
458;458,259;7,63765;20220426 13:28:20;5;0,47;2,35;5;0,75;3,75
459;459,256;7,6542666667;20220426 13:28:21;5;0,45;2,25;5;0,76;3,8
460;460,255;7,6709166667;20220426 13:28:22;5;0,4;2;5;0,5;2,5
461;461,26;7,6876666667;20220426 13:28:23;5;0,47;2,35;5;0,5;2,5
462;462,259;7,7043166667;20220426 13:28:24;5;0,46;2,3;5;0,75;3,75
463;463,259;7,7209833333;20220426 13:28:25;5;0,47;2,35;5;0,77;3,85
464;464,26;7,7376666667;20220426 13:28:26;5;0,47;2,35;5;0,77;3,85
465;465,258;7,7543;20220426 13:28:27;5;0,47;2,35;5;0,76;3,8
466;466,256;7,7709333333;20220426 13:28:28;5;0,45;2,25;5;0,54;2,7
467;467,26;7,7876666667;20220426 13:28:29;5;0,4;2;5;0,51;2,55
468;468,26;7,8043333333;20220426 13:28:30;5;0,41;2,05;5;0,48;2,4
469;469,258;7,8209666667;20220426 13:28:31;5;0,4;2;5;0,73;3,65
470;470,255;7,8375833333;20220426 13:28:32;5;0,41;2,05;5;0,49;2,45
471;471,255;7,85425;20220426 13:28:33;5;0,4;2;5;0,41;2,05
472;472,258;7,8709666667;20220426 13:28:34;5;0,45;2,25;5;0,77;3,85
473;473,255;7,8875833333;20220426 13:28:35;5;0,4;2;5;0,43;2,15
474;474,256;7,9042666667;20220426 13:28:36;5;0,41;2,05;5;0,75;3,75
475;475,26;7,921;20220426 13:28:37;5;0,4;2;5;0,78;3,9
476;476,258;7,9376333333;20220426 13:28:38;5;0,4;2;5;0,49;2,45
477;477,255;7,95425;20220426 13:28:39;5;0,41;2,05;5;0,5;2,5
478;478,259;7,9709833333;20220426 13:28:40;5;0,47;2,35;5;0,74;3,7
479;479,257;7,9876166667;20220426 13:28:41;5;0,46;2,3;5;0,72;3,6
480;480,255;8,00425;20220426 13:28:42;5;0,4;2;5;0,9;4,5
481;481,26;8,021;20220426 13:28:43;5;0,41;2,05;5;0,49;2,45
482;482,259;8,03765;20220426 13:28:44;5;0,41;2,05;5;0,78;3,9
483;483,256;8,0542666667;20220426 13:28:45;5;0,45;2,25;5;0,75;3,75
484;484,255;8,0709166667;20220426 13:28:46;5;0,41;2,05;5;0,49;2,45
485;485,259;8,08765;20220426 13:28:47;5;0,4;2;5;0,41;2,05
486;486,259;8,1043166667;20220426 13:28:48;5;0,4;2;5;0,65;3,25
487;487,258;8,1209666667;20220426 13:28:49;5;0,46;2,3;5;0,82;4,1
488;488,26;8,1376666667;20220426 13:28:50;5;0,4;2;5;0,79;3,95
489;489,258;8,1543;20220426 13:28:51;5;0,41;2,05;5;0,64;3,2
490;490,258;8,1709666667;20220426 13:28:52;5;0,4;2;5;0,66;3,3
491;491,259;8,18765;20220426 13:28:53;5;0,4;2;5;0,43;2,15
492;492,258;8,2043;20220426 13:28:54;5;0,41;2,05;5;0,41;2,05
493;493,26;8,221;20220426 13:28:55;5;0,41;2,05;5;0,74;3,7
494;494,255;8,2375833333;20220426 13:28:56;5;0,4;2;5;0,81;4,05
495;495,26;8,2543333333;20220426 13:28:57;5;0,4;2;5;0,84;4,2
496;496,255;8,2709166667;20220426 13:28:58;5;0,48;2,4;5;0,84;4,2
497;497,258;8,2876333333;20220426 13:28:59;5;0,49;2,45;5;0,59;2,95
498;498,255;8,30425;20220426 13:29:00;5;0,4;2;5;0,49;2,45
