"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,273;0,00455;20220503 12:26:04;48,75;5;0,41;2,05;5;0,41;2,05
1;1,276;0,0212666667;20220503 12:26:05;48,75;5;0,41;2,05;5;0,41;2,05
2;2,273;0,0378833333;20220503 12:26:06;48,75;5;0,41;2,05;5;0,41;2,05
3;3,274;0,0545666667;20220503 12:26:07;48,75;5;0,41;2,05;5;0,41;2,05
4;4,277;0,0712833333;20220503 12:26:08;49;5;0,41;2,05;5;0,41;2,05
5;5,274;0,0879;20220503 12:26:09;49;5;0,41;2,05;5;0,41;2,05
6;6,274;0,1045666667;20220503 12:26:10;49;5;0,41;2,05;5;0,41;2,05
7;7,274;0,1212333333;20220503 12:26:11;49;5;0,41;2,05;5;0,41;2,05
8;8,273;0,1378833333;20220503 12:26:12;48,75;5;0,41;2,05;5;0,41;2,05
9;9,277;0,1546166667;20220503 12:26:13;48,75;5;0,41;2,05;5;0,49;2,45
10;10,274;0,1712333333;20220503 12:26:14;48,75;5;0,41;2,05;5;0,41;2,05
11;11,276;0,1879333333;20220503 12:26:15;49;5;0,41;2,05;5;0,41;2,05
12;12,274;0,2045666667;20220503 12:26:16;49;5;0,41;2,05;5;0,44;2,2
13;13,273;0,2212166667;20220503 12:26:17;48,75;5;0,41;2,05;5;0,41;2,05
14;14,273;0,2378833333;20220503 12:26:18;48,75;5;0,41;2,05;5;0,41;2,05
15;15,274;0,2545666667;20220503 12:26:19;49;5;0,41;2,05;5;0,41;2,05
16;16,274;0,2712333333;20220503 12:26:20;48,75;5;0,41;2,05;5;0,41;2,05
17;17,277;0,28795;20220503 12:26:21;49;5;0,41;2,05;5;0,41;2,05
18;18,276;0,3046;20220503 12:26:22;49;5;0,41;2,05;5;0,41;2,05
19;19,274;0,3212333333;20220503 12:26:23;48,75;5;0,41;2,05;5;0,41;2,05
20;20,273;0,3378833333;20220503 12:26:24;48,75;5;0,41;2,05;5;0,41;2,05
21;21,273;0,35455;20220503 12:26:25;48,75;5;0,41;2,05;5;0,41;2,05
22;22,276;0,3712666667;20220503 12:26:26;49;5;0,41;2,05;5;0,41;2,05
23;23,273;0,3878833333;20220503 12:26:27;49;5;0,41;2,05;5;0,41;2,05
24;24,273;0,40455;20220503 12:26:28;48,75;5;0,41;2,05;5;0,41;2,05
25;25,275;0,42125;20220503 12:26:29;48,75;5;0,41;2,05;5;0,41;2,05
26;26,274;0,4379;20220503 12:26:30;48,75;5;0,41;2,05;5;0,41;2,05
27;27,277;0,4546166667;20220503 12:26:31;48,75;5;0,41;2,05;5;0,41;2,05
28;28,274;0,4712333333;20220503 12:26:32;48,75;5;0,41;2,05;5;0,41;2,05
29;29,277;0,48795;20220503 12:26:33;48,5;5;0,41;2,05;5;0,41;2,05
30;30,276;0,5046;20220503 12:26:34;48,75;5;0,41;2,05;5;0,41;2,05
31;31,277;0,5212833333;20220503 12:26:35;48,75;5;0,41;2,05;5;0,41;2,05
32;32,274;0,5379;20220503 12:26:36;48,75;5;0,41;2,05;5;0,41;2,05
33;33,274;0,5545666667;20220503 12:26:37;48,75;5;0,41;2,05;5;0,41;2,05
34;34,273;0,5712166667;20220503 12:26:38;48,75;5;0,41;2,05;5;0,41;2,05
35;35,274;0,5879;20220503 12:26:39;48,75;5;0,41;2,05;5;0,41;2,05
36;36,273;0,60455;20220503 12:26:40;49;5;0,41;2,05;5;0,41;2,05
37;37,274;0,6212333333;20220503 12:26:41;48,75;5;0,41;2,05;5;0,41;2,05
38;38,278;0,6379666667;20220503 12:26:42;48,75;5;0,41;2,05;5;0,41;2,05
39;39,274;0,6545666667;20220503 12:26:43;48,75;5;0,41;2,05;5;0,41;2,05
40;40,274;0,6712333333;20220503 12:26:44;48,75;5;0,41;2,05;5;0,41;2,05
41;41,274;0,6879;20220503 12:26:45;48,75;5;0,41;2,05;5;0,41;2,05
42;42,273;0,70455;20220503 12:26:46;49;5;0,41;2,05;5;0,41;2,05
43;43,276;0,7212666667;20220503 12:26:47;48,75;5;0,41;2,05;5;0,41;2,05
44;44,274;0,7379;20220503 12:26:48;49;5;0,41;2,05;5;0,41;2,05
45;45,275;0,7545833333;20220503 12:26:49;48,75;5;0,41;2,05;5;0,41;2,05
46;46,273;0,7712166667;20220503 12:26:50;49;5;0,41;2,05;5;0,41;2,05
47;47,276;0,7879333333;20220503 12:26:51;48,75;5;0,41;2,05;5;0,41;2,05
48;48,277;0,8046166667;20220503 12:26:52;48,75;5;0,41;2,05;5;0,41;2,05
49;49,274;0,8212333333;20220503 12:26:53;48,75;5;0,41;2,05;5;0,41;2,05
50;50,273;0,8378833333;20220503 12:26:54;49;5;0,41;2,05;5;0,4;2
51;51,278;0,8546333333;20220503 12:26:55;49;5;0,41;2,05;5;0,41;2,05
52;52,276;0,8712666667;20220503 12:26:56;48,75;5;0,41;2,05;5;0,4;2
53;53,273;0,8878833333;20220503 12:26:57;49;5;0,41;2,05;5;0,41;2,05
54;54,274;0,9045666667;20220503 12:26:58;49;5;0,41;2,05;5;0,41;2,05
55;55,276;0,9212666667;20220503 12:26:59;49;5;0,41;2,05;5;0,41;2,05
56;56,277;0,93795;20220503 12:27:00;48,75;5;0,41;2,05;5;0,41;2,05
57;57,274;0,9545666667;20220503 12:27:01;48,75;5;0,41;2,05;5;0,41;2,05
58;58,278;0,9713;20220503 12:27:02;48,75;5;0,41;2,05;5;0,4;2
59;59,274;0,9879;20220503 12:27:03;48,75;5;0,41;2,05;5;0,41;2,05
60;60,275;1,0045833333;20220503 12:27:04;48,75;5;0,41;2,05;5;0,41;2,05
61;61,336;1,0222666667;20220503 12:27:05;49;5;0,41;2,05;5;0,41;2,05
62;62,276;1,0379333333;20220503 12:27:06;48,75;5;0,41;2,05;5;0,41;2,05
63;63,274;1,0545666667;20220503 12:27:07;48,75;5;0,41;2,05;5;0,41;2,05
64;64,276;1,0712666667;20220503 12:27:08;48,75;5;0,41;2,05;5;0,41;2,05
