"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,203;0,0033833333;20220503 10:29:16;48,25;5;0,41;2,05;5;0,41;2,05
1;1,206;0,0201;20220503 10:29:17;48,25;5;0,41;2,05;5;0,4;2
2;2,208;0,0368;20220503 10:29:18;48;5;0,4;2;5;0,4;2
3;3,205;0,0534166667;20220503 10:29:19;48,25;5;0,4;2;5;0,4;2
4;4,207;0,0701166667;20220503 10:29:20;48,25;5;0,4;2;5;0,41;2,05
5;5,205;0,08675;20220503 10:29:21;48,25;5;0,41;2,05;5;0,49;2,45
6;6,203;0,1033833333;20220503 10:29:22;48,25;5;0,41;2,05;5;0,41;2,05
7;7,204;0,1200666667;20220503 10:29:23;48,25;5;0,4;2;5;0,4;2
8;8,203;0,1367166667;20220503 10:29:24;48,25;5;0,4;2;5;0,41;2,05
9;9,206;0,1534333333;20220503 10:29:25;48;5;0,41;2,05;5;0,41;2,05
10;10,204;0,1700666667;20220503 10:29:26;48;5;0,4;2;5;0,41;2,05
11;11,204;0,1867333333;20220503 10:29:27;48,25;5;0,41;2,05;5;0,41;2,05
12;12,205;0,2034166667;20220503 10:29:28;48,5;5;0,4;2;5;0,41;2,05
13;13,208;0,2201333333;20220503 10:29:29;48;5;0,41;2,05;5;0,41;2,05
14;14,208;0,2368;20220503 10:29:30;48;5;0,4;2;5;0,41;2,05
15;15,203;0,2533833333;20220503 10:29:31;48,5;5;0,41;2,05;5;0,4;2
16;16,208;0,2701333333;20220503 10:29:32;48,25;5;0,41;2,05;5;0,41;2,05
17;17,204;0,2867333333;20220503 10:29:33;48;5;0,4;2;5;0,41;2,05
18;18,207;0,30345;20220503 10:29:35;48,25;5;0,41;2,05;5;0,41;2,05
19;19,682;0,3280333333;20220503 10:29:35;48,25;5;0,41;2,05;5;0,41;2,05
20;20,208;0,3368;20220503 10:29:36;48;5;0,4;2;5;0,41;2,05
21;21,209;0,3534833333;20220503 10:29:37;48;5;0,4;2;5;0,4;2
22;22,208;0,3701333333;20220503 10:29:38;48,25;5;0,41;2,05;5;0,41;2,05
23;23,206;0,3867666667;20220503 10:29:39;48;5;0,4;2;5;0,41;2,05
24;24,204;0,4034;20220503 10:29:40;48;5;0,41;2,05;5;0,4;2
25;25,207;0,4201166667;20220503 10:29:41;48;5;0,4;2;5;0,41;2,05
26;26,205;0,43675;20220503 10:29:42;48;5;0,41;2,05;5;0,41;2,05
27;27,208;0,4534666667;20220503 10:29:43;48;5;0,4;2;5;0,4;2
