"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,23;0,0038333333;20220429 17:37:15;50,5;5;0,41;2,05;5;0,41;2,05
1;1,23;0,0205;20220429 17:37:16;50,25;5;0,41;2,05;5;0,41;2,05
2;2,23;0,0371666667;20220429 17:37:17;50,75;5;0,41;2,05;5;0,41;2,05
3;3,23;0,0538333333;20220429 17:37:18;50,5;5;0,41;2,05;5;0,41;2,05
4;4,23;0,0705;20220429 17:37:19;50,25;5;0,41;2,05;5;0,41;2,05
5;5,235;0,08725;20220429 17:37:20;50,25;5;0,41;2,05;5;0,41;2,05
6;6,234;0,1039;20220429 17:37:21;50,5;5;0,41;2,05;5;0,63;3,15
7;7,231;0,1205166667;20220429 17:37:22;50,5;5;0,41;2,05;5;0,41;2,05
8;8,231;0,1371833333;20220429 17:37:23;50,5;5;0,41;2,05;5;0,41;2,05
9;9,231;0,15385;20220429 17:37:24;50,75;5;0,41;2,05;5;0,41;2,05
10;10,232;0,1705333333;20220429 17:37:25;50,5;5;0,41;2,05;5;0,41;2,05
11;11,23;0,1871666667;20220429 17:37:26;50,5;5;0,41;2,05;5;0,41;2,05
12;12,232;0,2038666667;20220429 17:37:27;50,75;5;0,41;2,05;5;0,41;2,05
13;13,233;0,22055;20220429 17:37:28;50,5;5;0,41;2,05;5;0,41;2,05
14;14,231;0,2371833333;20220429 17:37:29;50,5;5;0,41;2,05;5;0,41;2,05
15;15,233;0,2538833333;20220429 17:37:30;50,25;5;0,41;2,05;5;0,41;2,05
16;16,23;0,2705;20220429 17:37:31;50,5;5;0,41;2,05;5;0,41;2,05
17;17,23;0,2871666667;20220429 17:37:32;50,5;5;0,41;2,05;5;0,41;2,05
18;18,231;0,30385;20220429 17:37:33;50,5;5;0,41;2,05;5;0,41;2,05
19;19,23;0,3205;20220429 17:37:34;50,75;5;0,41;2,05;5;0,41;2,05
20;20,232;0,3372;20220429 17:37:35;50,5;5;0,41;2,05;5;0,41;2,05
21;21,235;0,3539166667;20220429 17:37:36;50,5;5;0,41;2,05;5;0,41;2,05
22;22,232;0,3705333333;20220429 17:37:37;50,25;5;0,41;2,05;5;0,41;2,05
23;23,231;0,3871833333;20220429 17:37:38;50,5;5;0,41;2,05;5;0,41;2,05
24;24,231;0,40385;20220429 17:37:39;50,5;5;0,41;2,05;5;0,41;2,05
25;25,235;0,4205833333;20220429 17:37:40;50,5;5;0,41;2,05;5;0,41;2,05
26;26,235;0,43725;20220429 17:37:41;50,5;5;0,41;2,05;5;0,41;2,05
27;27,233;0,4538833333;20220429 17:37:42;50,5;5;0,41;2,05;5;0,41;2,05
28;28,235;0,4705833333;20220429 17:37:43;50,5;5;0,41;2,05;5;0,41;2,05
29;29,232;0,4872;20220429 17:37:44;50,5;5;0,41;2,05;5;0,41;2,05
30;30,23;0,5038333333;20220429 17:37:45;50,5;5;0,41;2,05;5;0,41;2,05
31;31,23;0,5205;20220429 17:37:46;50,5;5;0,41;2,05;5;0,41;2,05
32;32,232;0,5372;20220429 17:37:47;50,25;5;0,41;2,05;5;0,41;2,05
33;33,233;0,5538833333;20220429 17:37:48;50,5;5;0,41;2,05;5;0,41;2,05
34;34,231;0,5705166667;20220429 17:37:49;50,5;5;0,41;2,05;5;0,41;2,05
35;35,235;0,58725;20220429 17:37:50;50,5;5;0,42;2,1;5;0,41;2,05
36;36,23;0,6038333333;20220429 17:37:51;50,25;5;0,41;2,05;5;0,41;2,05
37;37,23;0,6205;20220429 17:37:52;50,5;5;0,41;2,05;5;0,41;2,05
38;38,23;0,6371666667;20220429 17:37:53;50,5;5;0,41;2,05;5;0,41;2,05
39;39,23;0,6538333333;20220429 17:37:54;50,5;5;0,41;2,05;5;0,41;2,05
40;40,233;0,67055;20220429 17:37:55;50,25;5;0,41;2,05;5;0,41;2,05
41;41,231;0,6871833333;20220429 17:37:56;50;5;0,41;2,05;5;0,41;2,05
42;42,235;0,7039166667;20220429 17:37:57;50,25;5;0,41;2,05;5;0,41;2,05
43;43,233;0,72055;20220429 17:37:58;50,25;5;0,41;2,05;5;0,41;2,05
44;44,23;0,7371666667;20220429 17:37:59;50,25;5;0,41;2,05;5;0,41;2,05
45;45,235;0,7539166667;20220429 17:38:00;50,25;5;0,41;2,05;5;0,41;2,05
46;46,23;0,7705;20220429 17:38:01;50,25;5;0,46;2,3;5;0,41;2,05
47;47,232;0,7872;20220429 17:38:02;50,25;5;0,41;2,05;5;0,41;2,05
48;48,23;0,8038333333;20220429 17:38:03;50,5;5;0,41;2,05;5;0,41;2,05
49;49,233;0,82055;20220429 17:38:04;50,5;5;0,41;2,05;5;0,41;2,05
50;50,233;0,8372166667;20220429 17:38:05;50,5;5;0,41;2,05;5;0,41;2,05
51;51,23;0,8538333333;20220429 17:38:06;50,25;5;0,41;2,05;5;0,41;2,05
52;52,235;0,8705833333;20220429 17:38:07;50,25;5;0,41;2,05;5;0,41;2,05
53;53,235;0,88725;20220429 17:38:08;50,25;5;0,41;2,05;5;0,41;2,05
54;54,232;0,9038666667;20220429 17:38:09;50,25;5;0,41;2,05;5;0,41;2,05
55;55,231;0,9205166667;20220429 17:38:10;50,5;5;0,41;2,05;5;0,41;2,05
56;56,235;0,93725;20220429 17:38:11;50,5;5;0,41;2,05;5;0,41;2,05
57;57,232;0,9538666667;20220429 17:38:12;50,5;5;0,41;2,05;5;0,41;2,05
58;58,232;0,9705333333;20220429 17:38:13;50,5;5;0,41;2,05;5;0,41;2,05
59;59,235;0,98725;20220429 17:38:14;50,5;5;0,41;2,05;5;0,41;2,05
60;60,234;1,0039;20220429 17:38:15;50,25;5;0,41;2,05;5;0,41;2,05
61;61,23;1,0205;20220429 17:38:16;50,25;5;0,41;2,05;5;0,41;2,05
62;62,233;1,0372166667;20220429 17:38:17;50,25;5;0,41;2,05;5;0,41;2,05
63;63,235;1,0539166667;20220429 17:38:18;50,5;5;0,41;2,05;5;0,41;2,05
64;64,233;1,07055;20220429 17:38:19;50,25;5;0,41;2,05;5;0,41;2,05
65;65,23;1,0871666667;20220429 17:38:20;50,25;5;0,41;2,05;5;0,41;2,05
66;66,234;1,1039;20220429 17:38:21;50,5;5;0,41;2,05;5;0,41;2,05
67;67,233;1,12055;20220429 17:38:22;50,5;5;0,41;2,05;5;0,41;2,05
68;68,23;1,1371666667;20220429 17:38:23;50,25;5;0,41;2,05;5;0,41;2,05
69;69,235;1,1539166667;20220429 17:38:24;50,5;5;0,41;2,05;5;0,41;2,05
70;70,235;1,1705833333;20220429 17:38:25;50,5;5;0,41;2,05;5;0,41;2,05
71;71,232;1,1872;20220429 17:38:26;50,5;5;0,41;2,05;5;0,41;2,05
72;72,235;1,2039166667;20220429 17:38:27;50,5;5;0,41;2,05;5;0,41;2,05
73;73,235;1,2205833333;20220429 17:38:28;50,5;5;0,41;2,05;5;0,41;2,05
74;74,233;1,2372166667;20220429 17:38:29;50,5;5;0,41;2,05;5;0,41;2,05
75;75,231;1,25385;20220429 17:38:30;50,5;5;0,41;2,05;5;0,41;2,05
76;76,231;1,2705166667;20220429 17:38:31;50,5;5;0,41;2,05;5;0,41;2,05
77;77,235;1,28725;20220429 17:38:32;50,5;5;0,41;2,05;5;0,41;2,05
78;78,233;1,3038833333;20220429 17:38:33;50,5;5;0,41;2,05;5;0,41;2,05
79;79,231;1,3205166667;20220429 17:38:34;50,5;5;0,41;2,05;5;0,41;2,05
80;80,23;1,3371666667;20220429 17:38:35;50,5;5;0,41;2,05;5;0,41;2,05
81;81,231;1,35385;20220429 17:38:36;50,5;5;0,41;2,05;5;0,41;2,05
82;82,231;1,3705166667;20220429 17:38:37;50,25;5;0,41;2,05;5;0,41;2,05
83;83,233;1,3872166667;20220429 17:38:38;50,25;5;0,41;2,05;5;0,41;2,05
84;84,235;1,4039166667;20220429 17:38:39;50,25;5;0,41;2,05;5;0,41;2,05
85;85,232;1,4205333333;20220429 17:38:40;50,25;5;0,41;2,05;5;0,41;2,05
86;86,235;1,43725;20220429 17:38:41;50,25;5;0,41;2,05;5;0,41;2,05
