"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,569;0,0094833333;20220506 14:05:24;52;5;0,41;2,05;5;0,41;2,05
1;1,571;0,0261833333;20220506 14:05:25;52;5;0,41;2,05;5;0,41;2,05
2;2,569;0,0428166667;20220506 14:05:26;52;5;0,41;2,05;5;0,63;3,15
3;3,569;0,0594833333;20220506 14:05:27;52;5;0,41;2,05;5;0,46;2,3
4;4,569;0,07615;20220506 14:05:28;52,25;5;0,41;2,05;5;0,41;2,05
5;5,574;0,0929;20220506 14:05:29;52,25;5;0,41;2,05;5;0,41;2,05
6;6,572;0,1095333333;20220506 14:05:30;52,25;5;0,41;2,05;5;0,41;2,05
7;7,574;0,1262333333;20220506 14:05:31;52;5;0,41;2,05;5;0,41;2,05
8;8,572;0,1428666667;20220506 14:05:32;52;5;0,41;2,05;5;0,41;2,05
9;9,569;0,1594833333;20220506 14:05:33;52;5;0,41;2,05;5;0,41;2,05
10;10,569;0,17615;20220506 14:05:34;52;5;0,41;2,05;5;0,41;2,05
11;11,569;0,1928166667;20220506 14:05:35;52;5;0,41;2,05;5;0,41;2,05
12;12,577;0,2096166667;20220506 14:05:36;52;5;0,41;2,05;5;0,41;2,05
13;13,57;0,2261666667;20220506 14:05:37;51,75;5;0,41;2,05;5;0,41;2,05
14;14,574;0,2429;20220506 14:05:38;51,75;5;0,41;2,05;5;0,41;2,05
15;15,573;0,25955;20220506 14:05:39;52;5;0,41;2,05;5;0,41;2,05
16;16,574;0,2762333333;20220506 14:05:40;52;5;0,41;2,05;5;0,41;2,05
17;17,574;0,2929;20220506 14:05:41;52;5;0,41;2,05;5;0,41;2,05
18;18,57;0,3095;20220506 14:05:42;52;5;0,41;2,05;5;0,41;2,05
19;19,572;0,3262;20220506 14:05:43;52;5;0,41;2,05;5;0,41;2,05
20;20,57;0,3428333333;20220506 14:05:44;52;5;0,41;2,05;5;0,41;2,05
21;21,569;0,3594833333;20220506 14:05:45;52;5;0,41;2,05;5;0,41;2,05
22;22,571;0,3761833333;20220506 14:05:46;52;5;0,41;2,05;5;0,41;2,05
