"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,46;0,0076666667;20220503 14:09:52;48,5;5;0,41;2,05;5;0,41;2,05
1;1,461;0,02435;20220503 14:09:53;48,5;5;0,41;2,05;5;0,41;2,05
2;2,463;0,04105;20220503 14:09:54;48,75;5;0,41;2,05;5;0,49;2,45
3;3,463;0,0577166667;20220503 14:09:55;48,25;5;0,41;2,05;5;0,41;2,05
4;4,461;0,07435;20220503 14:09:56;48,75;5;0,41;2,05;5;0,41;2,05
5;5,46;0,091;20220503 14:09:57;48,75;5;0,41;2,05;5;0,41;2,05
6;6,461;0,1076833333;20220503 14:09:58;48,75;5;0,41;2,05;5;0,41;2,05
7;7,461;0,12435;20220503 14:09:59;48,75;5;0,41;2,05;5;0,41;2,05
8;8,46;0,141;20220503 14:10:00;48,75;5;0,41;2,05;5;0,41;2,05
9;9,461;0,1576833333;20220503 14:10:01;48,75;5;0,41;2,05;5;0,42;2,1
10;10,46;0,1743333333;20220503 14:10:02;48,5;5;0,41;2,05;5;0,41;2,05
11;11,46;0,191;20220503 14:10:03;48,75;5;0,41;2,05;5;0,41;2,05
12;12,461;0,2076833333;20220503 14:10:04;48,5;5;0,41;2,05;5;0,41;2,05
13;13,46;0,2243333333;20220503 14:10:05;48,75;5;0,41;2,05;5;0,41;2,05
14;14,46;0,241;20220503 14:10:06;48,25;5;0,41;2,05;5;0,41;2,05
15;15,46;0,2576666667;20220503 14:10:07;48,5;5;0,41;2,05;5;0,41;2,05
16;16,463;0,2743833333;20220503 14:10:08;48,75;5;0,41;2,05;5;0,41;2,05
17;17,463;0,29105;20220503 14:10:09;48,75;5;0,41;2,05;5;0,41;2,05
18;18,46;0,3076666667;20220503 14:10:10;48,5;5;0,41;2,05;5;0,41;2,05
19;19,46;0,3243333333;20220503 14:10:11;48,5;5;0,41;2,05;5;0,41;2,05
20;20,46;0,341;20220503 14:10:12;48,5;5;0,44;2,2;5;0,41;2,05
21;21,461;0,3576833333;20220503 14:10:13;48,25;5;0,41;2,05;5;0,41;2,05
22;22,465;0,3744166667;20220503 14:10:14;48,25;5;0,41;2,05;5;0,41;2,05
23;23,461;0,3910166667;20220503 14:10:15;48,75;5;0,41;2,05;5;0,41;2,05
24;24,46;0,4076666667;20220503 14:10:16;48,75;5;0,41;2,05;5;0,41;2,05
25;25,461;0,42435;20220503 14:10:17;48,75;5;0,41;2,05;5;0,41;2,05
26;26,461;0,4410166667;20220503 14:10:18;48,5;5;0,41;2,05;5;0,41;2,05
27;27,461;0,4576833333;20220503 14:10:19;48,25;5;0,41;2,05;5;0,41;2,05
28;28,46;0,4743333333;20220503 14:10:20;48,25;5;0,41;2,05;5;0,41;2,05
29;29,462;0,4910333333;20220503 14:10:21;48,25;5;0,41;2,05;5;0,41;2,05
30;30,46;0,5076666667;20220503 14:10:22;48,5;5;0,41;2,05;5;0,41;2,05
31;31,461;0,52435;20220503 14:10:23;48,5;5;0,41;2,05;5;0,41;2,05
32;32,461;0,5410166667;20220503 14:10:24;48,75;5;0,41;2,05;5;0,41;2,05
33;33,464;0,5577333333;20220503 14:10:25;48,75;5;0,41;2,05;5;0,41;2,05
34;34,463;0,5743833333;20220503 14:10:26;48,75;5;0,41;2,05;5;0,41;2,05
35;35,461;0,5910166667;20220503 14:10:27;48,75;5;0,41;2,05;5;0,41;2,05
36;36,463;0,6077166667;20220503 14:10:28;48,75;5;0,41;2,05;5;0,41;2,05
37;37,461;0,62435;20220503 14:10:29;48,5;5;0,41;2,05;5;0,41;2,05
38;38,461;0,6410166667;20220503 14:10:30;48,5;5;0,41;2,05;5;0,41;2,05
39;39,46;0,6576666667;20220503 14:10:31;48,5;5;0,41;2,05;5;0,41;2,05
40;40,46;0,6743333333;20220503 14:10:32;48,5;5;0,41;2,05;5;0,41;2,05
41;41,46;0,691;20220503 14:10:33;48,5;5;0,41;2,05;5;0,41;2,05
42;42,465;0,70775;20220503 14:10:34;48,5;5;0,41;2,05;5;0,41;2,05
43;43,463;0,7243833333;20220503 14:10:35;48,25;5;0,41;2,05;5;0,41;2,05
44;44,461;0,7410166667;20220503 14:10:36;48;5;0,41;2,05;5;0,41;2,05
45;45,461;0,7576833333;20220503 14:10:37;48,25;5;0,41;2,05;5;0,41;2,05
46;46,461;0,77435;20220503 14:10:38;48,5;5;0,41;2,05;5;0,41;2,05
47;47,465;0,7910833333;20220503 14:10:39;48,5;5;0,41;2,05;5;0,41;2,05
48;48,461;0,8076833333;20220503 14:10:40;48,25;5;0,41;2,05;5;0,41;2,05
49;49,464;0,8244;20220503 14:10:41;48,5;5;0,41;2,05;5;0,41;2,05
