"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,469;0,0078166667;20220506 13:04:35;50;5;0,41;2,05;5;0,41;2,05
1;1,472;0,0245333333;20220506 13:04:36;50;5;0,4;2;5;0,41;2,05
2;2,473;0,0412166667;20220506 13:04:37;50;5;0,41;2,05;5;0,43;2,15
3;3,47;0,0578333333;20220506 13:04:38;50;5;0,4;2;5;0,49;2,45
4;4,471;0,0745166667;20220506 13:04:39;50;5;0,41;2,05;5;0,41;2,05
5;5,471;0,0911833333;20220506 13:04:40;50;5;0,41;2,05;5;0,41;2,05
6;6,474;0,1079;20220506 13:04:41;50;5;0,41;2,05;5;0,41;2,05
7;7,472;0,1245333333;20220506 13:04:42;49,75;5;0,41;2,05;5;0,41;2,05
8;8,47;0,1411666667;20220506 13:04:43;50;5;0,4;2;5;0,41;2,05
9;9,473;0,1578833333;20220506 13:04:44;49,75;5;0,41;2,05;5;0,41;2,05
10;10,471;0,1745166667;20220506 13:04:45;49,75;5;0,41;2,05;5;0,41;2,05
11;11,473;0,1912166667;20220506 13:04:46;49,75;5;0,4;2;5;0,41;2,05
12;12,474;0,2079;20220506 13:04:47;49,75;5;0,41;2,05;5;0,41;2,05
13;13,471;0,2245166667;20220506 13:04:49;49,5;5;0,4;2;5;0,41;2,05
14;14,605;0,2434166667;20220506 13:04:49;49,5;5;0,4;2;5;0,41;2,05
15;15,472;0,2578666667;20220506 13:04:50;49,75;5;0,4;2;5;0,41;2,05
16;16,473;0,27455;20220506 13:04:51;49,5;5;0,41;2,05;5;0,41;2,05
17;17,47;0,2911666667;20220506 13:04:52;49,5;5;0,41;2,05;5;0,41;2,05
18;18,471;0,30785;20220506 13:04:53;49,5;5;0,41;2,05;5;0,41;2,05
19;19,474;0,3245666667;20220506 13:04:54;49,5;5;0,4;2;5;0,41;2,05
20;20,473;0,3412166667;20220506 13:04:55;49,5;5;0,41;2,05;5;0,41;2,05
21;21,474;0,3579;20220506 13:04:56;49,5;5;0,4;2;5;0,41;2,05
22;22,474;0,3745666667;20220506 13:04:57;49,5;5;0,41;2,05;5;0,41;2,05
23;23,473;0,3912166667;20220506 13:04:58;49,5;5;0,41;2,05;5;0,41;2,05
24;24,471;0,40785;20220506 13:04:59;49,5;5;0,41;2,05;5;0,41;2,05
25;25,47;0,4245;20220506 13:05:00;49,5;5;0,41;2,05;5;0,41;2,05
26;26,472;0,4412;20220506 13:05:01;49,5;5;0,41;2,05;5;0,44;2,2
27;27,474;0,4579;20220506 13:05:02;49,5;5;0,41;2,05;5;0,41;2,05
28;28,471;0,4745166667;20220506 13:05:03;49,5;5;0,4;2;5;0,41;2,05
29;29,474;0,4912333333;20220506 13:05:04;49,5;5;0,41;2,05;5;0,41;2,05
30;30,473;0,5078833333;20220506 13:05:05;49,5;5;0,4;2;5;0,41;2,05
31;31,471;0,5245166667;20220506 13:05:06;49,75;5;0,4;2;5;0,41;2,05
32;32,474;0,5412333333;20220506 13:05:07;49,5;5;0,4;2;5;0,41;2,05
33;33,474;0,5579;20220506 13:05:08;49,5;5;0,4;2;5;0,41;2,05
34;34,474;0,5745666667;20220506 13:05:09;49,5;5;0,41;2,05;5;0,41;2,05
35;35,474;0,5912333333;20220506 13:05:10;49,5;5;0,41;2,05;5;0,41;2,05
36;36,472;0,6078666667;20220506 13:05:11;49,5;5;0,41;2,05;5;0,41;2,05
37;37,473;0,62455;20220506 13:05:12;49,25;5;0,41;2,05;5;0,41;2,05
38;38,471;0,6411833333;20220506 13:05:13;49,25;5;0,41;2,05;5;0,41;2,05
39;39,47;0,6578333333;20220506 13:05:14;49,25;5;0,41;2,05;5;0,41;2,05
40;40,469;0,6744833333;20220506 13:05:15;49,5;5;0,41;2,05;5;0,41;2,05
41;41,474;0,6912333333;20220506 13:05:16;49,5;5;0,41;2,05;5;0,41;2,05
42;42,474;0,7079;20220506 13:05:17;49,25;5;0,41;2,05;5;0,41;2,05
43;43,47;0,7245;20220506 13:05:18;49,25;5;0,41;2,05;5;0,41;2,05
44;44,473;0,7412166667;20220506 13:05:19;49,25;5;0,41;2,05;5;0,41;2,05
45;45,471;0,75785;20220506 13:05:20;49,5;5;0,4;2;5;0,41;2,05
46;46,469;0,7744833333;20220506 13:05:21;49,25;5;0,4;2;5;0,41;2,05
47;47,474;0,7912333333;20220506 13:05:22;49,5;5;0,4;2;5;0,41;2,05
48;48,47;0,8078333333;20220506 13:05:23;49,5;5;0,41;2,05;5;0,41;2,05
49;49,474;0,8245666667;20220506 13:05:24;49,5;5;0,41;2,05;5;0,41;2,05
50;50,474;0,8412333333;20220506 13:05:25;49,5;5;0,41;2,05;5;0,41;2,05
51;51,473;0,8578833333;20220506 13:05:26;49,5;5;0,4;2;5;0,41;2,05
52;52,472;0,8745333333;20220506 13:05:27;49,25;5;0,41;2,05;5;0,41;2,05
53;53,469;0,89115;20220506 13:05:28;49,25;5;0,41;2,05;5;0,41;2,05
54;54,473;0,9078833333;20220506 13:05:29;49,25;5;0,41;2,05;5;0,41;2,05
55;55,47;0,9245;20220506 13:05:30;49,25;5;0,41;2,05;5;0,41;2,05
56;56,473;0,9412166667;20220506 13:05:31;49,25;5;0,41;2,05;5;0,41;2,05
57;57,47;0,9578333333;20220506 13:05:32;49,25;5;0,41;2,05;5;0,41;2,05
58;58,473;0,97455;20220506 13:05:33;49,25;5;0,41;2,05;5;0,41;2,05
59;59,471;0,9911833333;20220506 13:05:34;49,5;5;0,41;2,05;5;0,41;2,05
60;60,474;1,0079;20220506 13:05:35;49,5;5;0,41;2,05;5;0,41;2,05
61;61,474;1,0245666667;20220506 13:05:36;49,75;5;0,4;2;5;0,41;2,05
62;62,471;1,0411833333;20220506 13:05:37;49,75;5;0,41;2,05;5;0,41;2,05
63;63,474;1,0579;20220506 13:05:38;49,75;5;0,41;2,05;5;0,41;2,05
64;64,473;1,07455;20220506 13:05:39;49,5;5;0,4;2;5;0,41;2,05
65;65,47;1,0911666667;20220506 13:05:40;49,5;5;0,41;2,05;5;0,41;2,05
66;66,47;1,1078333333;20220506 13:05:41;49,5;5;0,41;2,05;5;0,41;2,05
67;67,47;1,1245;20220506 13:05:42;49,5;5;0,41;2,05;5;0,41;2,05
68;68,469;1,14115;20220506 13:05:43;49,5;5;0,41;2,05;5;0,41;2,05
69;69,469;1,1578166667;20220506 13:05:44;49,5;5;0,4;2;5;0,41;2,05
70;70,47;1,1745;20220506 13:05:45;49,5;5;0,41;2,05;5;0,41;2,05
71;71,472;1,1912;20220506 13:05:46;49,5;5;0,4;2;5;0,41;2,05
72;72,473;1,2078833333;20220506 13:05:47;49,5;5;0,41;2,05;5;0,41;2,05
73;73,471;1,2245166667;20220506 13:05:48;49,5;5;0,41;2,05;5;0,41;2,05
74;74,471;1,2411833333;20220506 13:05:49;49,5;5;0,41;2,05;5;0,41;2,05
75;75,472;1,2578666667;20220506 13:05:50;49,5;5;0,41;2,05;5;0,41;2,05
76;76,472;1,2745333333;20220506 13:05:51;49,5;5;0,41;2,05;5;0,41;2,05
77;77,474;1,2912333333;20220506 13:05:52;49,5;5;0,41;2,05;5;0,41;2,05
78;78,47;1,3078333333;20220506 13:05:53;49,25;5;0,41;2,05;5;0,41;2,05
79;79,472;1,3245333333;20220506 13:05:54;49,25;5;0,41;2,05;5;0,41;2,05
80;80,474;1,3412333333;20220506 13:05:55;49,5;5;0,41;2,05;5;0,41;2,05
81;81,47;1,3578333333;20220506 13:05:56;49,5;5;0,41;2,05;5;0,41;2,05
82;82,469;1,3744833333;20220506 13:05:57;49,5;5;0,41;2,05;5;0,41;2,05
83;83,47;1,3911666667;20220506 13:05:58;49,5;5;0,4;2;5;0,41;2,05
84;84,47;1,4078333333;20220506 13:05:59;49,25;5;0,41;2,05;5;0,41;2,05
85;85,474;1,4245666667;20220506 13:06:00;49,25;5;0,41;2,05;5;0,41;2,05
86;86,473;1,4412166667;20220506 13:06:01;49,25;5;0,43;2,15;5;0,41;2,05
87;87,471;1,45785;20220506 13:06:02;49,25;5;0,4;2;5;0,41;2,05
88;88,474;1,4745666667;20220506 13:06:03;49,25;5;0,41;2,05;5;0,41;2,05
89;89,474;1,4912333333;20220506 13:06:04;49,25;5;0,41;2,05;5;0,41;2,05
90;90,473;1,5078833333;20220506 13:06:05;49,25;5;0,4;2;5;0,41;2,05
91;91,47;1,5245;20220506 13:06:06;49,25;5;0,41;2,05;5;0,41;2,05
92;92,474;1,5412333333;20220506 13:06:07;49,25;5;0,41;2,05;5;0,41;2,05
93;93,473;1,5578833333;20220506 13:06:08;49,25;5;0,41;2,05;5;0,41;2,05
94;94,471;1,5745166667;20220506 13:06:09;49,25;5;0,41;2,05;5;0,41;2,05
95;95,47;1,5911666667;20220506 13:06:10;49,25;5;0,41;2,05;5;0,41;2,05
96;96,474;1,6079;20220506 13:06:11;49,25;5;0,4;2,05;5;0,41;2,05
97;97,469;1,6244833333;20220506 13:06:12;49,25;5;0,41;2,05;5;0,41;2,05
98;98,469;1,64115;20220506 13:06:13;49,25;5;0,41;2,05;5;0,41;2,05
99;99,469;1,6578166667;20220506 13:06:14;49,25;5;0,41;2,05;5;0,41;2,05
100;100,472;1,6745333333;20220506 13:06:15;49,25;5;0,4;2;5;0,41;2,05
101;101,471;1,6911833333;20220506 13:06:16;49,25;5;0,41;2,05;5;0,41;2,05
102;102,47;1,7078333333;20220506 13:06:17;49,25;5;0,4;2;5;0,41;2,05
103;103,469;1,7244833333;20220506 13:06:18;49,25;5;0,41;2,05;5;0,41;2,05
104;104,47;1,7411666667;20220506 13:06:19;49,25;5;0,4;2;5;0,41;2,05
105;105,475;1,7579166667;20220506 13:06:20;49,25;5;0,4;2;5;0,41;2,05
106;106,475;1,7745833333;20220506 13:06:21;49,25;5;0,41;2,05;5;0,41;2,05
107;107,473;1,7912166667;20220506 13:06:22;49,25;5;0,41;2,05;5;0,41;2,05
108;108,473;1,8078833333;20220506 13:06:23;49,25;5;0,41;2,05;5;0,41;2,05
109;109,469;1,8244833333;20220506 13:06:24;49,25;5;0,4;2;5;0,41;2,05
110;110,469;1,84115;20220506 13:06:25;49,25;5;0,4;2;5;0,41;2,05
111;111,47;1,8578333333;20220506 13:06:26;49,25;5;0,41;2,05;5;0,41;2,05
112;112,469;1,8744833333;20220506 13:06:27;49,25;5;0,41;2,05;5;0,41;2,05
113;113,47;1,8911666667;20220506 13:06:28;49,25;5;0,41;2,05;5;0,41;2,05
114;114,473;1,9078833333;20220506 13:06:29;49,25;5;0,41;2,05;5;0,41;2,05
115;115,474;1,9245666667;20220506 13:06:30;49,25;5;0,41;2,05;5;0,41;2,05
116;116,47;1,9411666667;20220506 13:06:31;49,5;5;0,41;2,05;5;0,41;2,05
117;117,47;1,9578333333;20220506 13:06:32;49,25;5;0,41;2,05;5;0,41;2,05
118;118,472;1,9745333333;20220506 13:06:33;49,25;5;0,41;2,05;5;0,41;2,05
119;119,474;1,9912333333;20220506 13:06:34;49,25;5;0,41;2,05;5;0,41;2,05
120;120,474;2,0079;20220506 13:06:35;49,25;5;0,41;2,05;5;0,41;2,05
