"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,16;0,0026666667;20220429 16:32:09;49,25;5;0,41;2,05;5;0,41;2,05
1;1,165;0,0194166667;20220429 16:32:10;49,25;5;0,41;2,05;5;0,41;2,05
2;2,164;0,0360666667;20220429 16:32:11;49,25;5;0,41;2,05;5;0,41;2,05
3;3,165;0,05275;20220429 16:32:12;49,25;5;0,41;2,05;5;0,45;2,25
4;4,164;0,0694;20220429 16:32:13;49,5;5;0,41;2,05;5;0,41;2,05
5;5,161;0,0860166667;20220429 16:32:14;49,5;5;0,41;2,05;5;0,41;2,05
6;6,162;0,1027;20220429 16:32:15;49,25;5;0,41;2,05;5;0,41;2,05
7;7,16;0,1193333333;20220429 16:32:16;49,25;5;0,41;2,05;5;0,41;2,05
8;8,161;0,1360166667;20220429 16:32:17;49,25;5;0,41;2,05;5;0,41;2,05
9;9,16;0,1526666667;20220429 16:32:18;49,25;5;0,41;2,05;5;0,41;2,05
10;10,164;0,1694;20220429 16:32:19;49,25;5;0,41;2,05;5;0,41;2,05
11;11,162;0,1860333333;20220429 16:32:20;49;5;0,41;2,05;5;0,41;2,05
12;12,161;0,2026833333;20220429 16:32:21;49;5;0,41;2,05;5;0,41;2,05
13;13,165;0,2194166667;20220429 16:32:22;49,25;5;0,41;2,05;5;0,41;2,05
14;14,162;0,2360333333;20220429 16:32:23;49,25;5;0,41;2,05;5;0,4;2
15;15,16;0,2526666667;20220429 16:32:24;49,25;5;0,41;2,05;5;0,41;2,05
16;16,161;0,26935;20220429 16:32:25;48,75;5;0,41;2,05;5;0,4;2
17;17,165;0,2860833333;20220429 16:32:26;49;5;0,41;2,05;5;0,41;2,05
18;18,163;0,3027166667;20220429 16:32:27;49;5;0,41;2,05;5;0,41;2,05
19;19,16;0,3193333333;20220429 16:32:28;49;5;0,41;2,05;5;0,41;2,05
20;20,165;0,3360833333;20220429 16:32:29;49;5;0,41;2,05;5;0,41;2,05
21;21,162;0,3527;20220429 16:32:30;49;5;0,41;2,05;5;0,41;2,05
22;22,165;0,3694166667;20220429 16:32:31;49;5;0,41;2,05;5;0,41;2,05
23;23,165;0,3860833333;20220429 16:32:32;48,75;5;0,41;2,05;5;0,41;2,05
24;24,163;0,4027166667;20220429 16:32:33;48,75;5;0,41;2,05;5;0,41;2,05
