"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
3114;3114,162;51,9027;20220429 17:24:03;54;5;0,41;2,05;5;0,44;2,2
3115;3115,165;51,9194166667;20220429 17:24:04;54;5;0,41;2,05;5;0,52;2,6
3116;3116,163;51,93605;20220429 17:24:05;54;5;0,63;3,15;5;0,41;2,05
3117;3117,162;51,9527;20220429 17:24:06;54,5;5;0,53;2,65;5;0,59;2,95
3118;3118,16;51,9693333333;20220429 17:24:07;54,75;5;0,41;2,05;5;0,71;3,55
3119;3119,16;51,986;20220429 17:24:08;55;5;0,64;3,2;5;0,6;3
3120;3120,165;52,00275;20220429 17:24:09;55,75;5;0,49;2,45;5;0,71;3,55
3121;3121,165;52,0194166667;20220429 17:24:10;56;5;0,64;3,2;5;0,5;2,5
3122;3122,165;52,0360833333;20220429 17:24:11;56;5;0,5;2,5;5;0,7;3,5
3123;3123,162;52,0527;20220429 17:24:12;55,75;5;0,47;2,35;5;0,77;3,85
3124;3124,161;52,06935;20220429 17:24:13;56,25;5;0,48;2,4;5;0,75;3,75
3125;3125,16;52,086;20220429 17:24:14;57;5;0,41;2,05;5;0,83;4,15
3126;3126,163;52,1027166667;20220429 17:24:15;57,75;5;0,42;2,1;5;0,5;2,5
3127;3127,162;52,1193666667;20220429 17:24:16;58;5;0,53;2,65;5;0,48;2,4
3128;3128,16;52,136;20220429 17:24:17;57,5;5;0,41;2,05;5;0,7;3,5
3129;3129,165;52,15275;20220429 17:24:18;57;5;0,64;3,2;5;0,5;2,5
3130;3130,162;52,1693666667;20220429 17:24:19;57,25;5;0,49;2,45;5;0,66;3,3
3131;3131,16;52,186;20220429 17:24:20;57,25;5;0,53;2,65;5;0,5;2,5
3132;3132,16;52,2026666667;20220429 17:24:21;57,25;5;0,53;2,65;5;0,63;3,15
3133;3133,163;52,2193833333;20220429 17:24:22;57;5;0,41;2,05;5;0,53;2,65
3134;3134,16;52,236;20220429 17:24:23;57,25;5;0,51;2,55;5;0,48;2,4
3135;3135,165;52,25275;20220429 17:24:24;57,25;5;0,47;2,35;5;0,79;3,95
3136;3136,165;52,2694166667;20220429 17:24:25;57,75;5;0,41;2,05;5;0,73;3,65
3137;3137,163;52,28605;20220429 17:24:26;58,25;5;0,47;2,35;5;0,84;4,2
3138;3138,161;52,3026833333;20220429 17:24:27;58,75;5;0,45;2,25;5;0,76;3,8
3139;3139,161;52,31935;20220429 17:24:28;59;5;0,44;2,2;5;0,82;4,1
3140;3140,165;52,3360833333;20220429 17:24:29;59,25;5;0,47;2,35;5;0,79;3,95
3141;3141,16;52,3526666667;20220429 17:24:30;60;5;0,46;2,3;5;0,67;3,35
3142;3142,163;52,3693833333;20220429 17:24:31;60,25;5;0,47;2,35;5;0,73;3,65
3143;3143,163;52,38605;20220429 17:24:32;60,25;5;0,46;2,3;5;0,76;3,8
3144;3144,163;52,4027166667;20220429 17:24:33;60,75;5;0,41;2,05;5;0,77;3,85
3145;3145,162;52,4193666667;20220429 17:24:34;61;5;0,41;2,05;5;0,81;4,05
3146;3146,16;52,436;20220429 17:24:35;61;5;0,41;2,05;5;0,67;3,35
3147;3147,16;52,4526666667;20220429 17:24:36;61;5;0,41;2,05;5;0,79;3,95
3148;3148,165;52,4694166667;20220429 17:24:37;60,75;5;0,41;2,05;5;0,82;4,1
3149;3149,164;52,4860666667;20220429 17:24:38;61;5;0,41;2,05;5;0,7;3,5
3150;3150,162;52,5027;20220429 17:24:39;61,25;5;0,47;2,35;5;0,71;3,55
3151;3151,163;52,5193833333;20220429 17:24:40;61,25;5;0,43;2,15;5;0,77;3,85
3152;3152,161;52,5360166667;20220429 17:24:41;61,25;5;0,41;2,05;5;0,75;3,75
3153;3153,165;52,55275;20220429 17:24:42;61,5;5;0,41;2,05;5;0,79;3,95
3154;3154,161;52,56935;20220429 17:24:43;62,25;5;0,41;2,05;5;0,69;3,45
3155;3155,161;52,5860166667;20220429 17:24:44;62,25;5;0,46;2,3;5;0,86;4,3
3156;3156,164;52,6027333333;20220429 17:24:45;62;5;0,41;2,05;5;0,83;4,15
3157;3157,162;52,6193666667;20220429 17:24:46;62,25;5;0,41;2,05;5;0,74;3,7
3158;3158,163;52,63605;20220429 17:24:47;62,25;5;0,43;2,15;5;0,69;3,45
3159;3159,161;52,6526833333;20220429 17:24:48;62,25;5;0,46;2,3;5;0,68;3,4
3160;3160,161;52,66935;20220429 17:24:49;62;5;0,45;2,25;5;0,77;3,85
