"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,351;0,00585;20220503 12:58:47;51,5;5;0,41;2,05;5;0,41;2,05
1;1,353;0,02255;20220503 12:58:48;51,5;5;0,41;2,05;5;0,41;2,05
2;2,352;0,0392;20220503 12:58:49;51,25;5;0,41;2,05;5;0,41;2,05
3;3,351;0,05585;20220503 12:58:50;51,25;5;0,41;2,05;5;0,51;2,55
4;4,352;0,0725333333;20220503 12:58:51;51,5;5;0,41;2,05;5;0,41;2,05
5;5,354;0,0892333333;20220503 12:58:52;51,5;5;0,41;2,05;5;0,41;2,05
6;6,354;0,1059;20220503 12:58:53;51,5;5;0,41;2,05;5;0,41;2,05
7;7,355;0,1225833333;20220503 12:58:54;51,5;5;0,41;2,05;5;0,41;2,05
8;8,351;0,1391833333;20220503 12:58:55;51,5;5;0,41;2,05;5;0,41;2,05
9;9,352;0,1558666667;20220503 12:58:56;51,25;5;0,41;2,05;5;0,41;2,05
10;10,351;0,1725166667;20220503 12:58:57;51,25;5;0,41;2,05;5;0,41;2,05
11;11,352;0,1892;20220503 12:58:58;51;5;0,41;2,05;5;0,41;2,05
12;12,355;0,2059166667;20220503 12:58:59;51,25;5;0,41;2,05;5;0,41;2,05
13;13,356;0,2226;20220503 12:59:00;51,5;5;0,41;2,05;5;0,41;2,05
14;14,351;0,2391833333;20220503 12:59:01;51,5;5;0,41;2,05;5;0,41;2,05
15;15,351;0,25585;20220503 12:59:02;51,25;5;0,41;2,05;5;0,41;2,05
16;16,352;0,2725333333;20220503 12:59:03;51,25;5;0,41;2,05;5;0,41;2,05
17;17,355;0,28925;20220503 12:59:04;51;5;0,41;2,05;5;0,41;2,05
18;18,354;0,3059;20220503 12:59:05;51;5;0,41;2,05;5;0,41;2,05
19;19,352;0,3225333333;20220503 12:59:06;51;5;0,41;2,05;5;0,41;2,05
20;20,351;0,3391833333;20220503 12:59:07;51;5;0,41;2,05;5;0,41;2,05
