"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
638;638,354;10,6392333333;20220503 13:09:25;49,5;5;0,41;2,05;5;0,71;3,55
639;639,352;10,6558666667;20220503 13:09:26;49,5;5;0,49;2,45;5;0,62;3,1
640;640,355;10,6725833333;20220503 13:09:27;50;5;0,49;2,45;5;0,53;2,65
641;641,352;10,6892;20220503 13:09:28;51;5;0,47;2,35;5;0,78;3,9
642;642,353;10,7058833333;20220503 13:09:29;51,5;5;0,47;2,35;5;0,75;3,75
643;643,351;10,7225166667;20220503 13:09:30;52,5;5;0,41;2,05;5;0,78;3,9
644;644,354;10,7392333333;20220503 13:09:31;53;5;0,43;2,15;5;0,69;3,45
645;645,353;10,7558833333;20220503 13:09:32;53,5;5;0,56;2,8;5;0,61;3,05
646;646,353;10,77255;20220503 13:09:33;53,75;5;0,51;2,55;5;0,79;3,95
647;647,353;10,7892166667;20220503 13:09:34;53,75;5;0,41;2,05;5;0,67;3,35
648;648,351;10,80585;20220503 13:09:35;54;5;0,43;2,15;5;0,47;2,35
649;649,353;10,82255;20220503 13:09:36;54,25;5;0,44;2,2;5;0,41;2,05
650;650,352;10,8392;20220503 13:09:37;54;5;0,48;2,4;5;0,75;3,75
651;651,353;10,8558833333;20220503 13:09:38;53,5;5;0,47;2,35;5;0,74;3,7
652;652,355;10,8725833333;20220503 13:09:39;54,25;5;0,47;2,35;5;0,75;3,75
653;653,352;10,8892;20220503 13:09:40;54,75;5;0,47;2,35;5;0,73;3,65
654;654,353;10,9058833333;20220503 13:09:41;55;5;0,47;2,35;5;0,75;3,75
655;655,352;10,9225333333;20220503 13:09:42;55,25;5;0,47;2,35;5;0,78;3,9
656;656,355;10,93925;20220503 13:09:43;55,5;5;0,47;2,35;5;0,77;3,85
657;657,352;10,9558666667;20220503 13:09:44;55,5;5;0,41;2,05;5;0,71;3,55
658;658,355;10,9725833333;20220503 13:09:45;55,75;5;0,41;2,05;5;0,41;2,05
659;659,352;10,9892;20220503 13:09:46;55,75;5;0,41;2,05;5;0,84;4,2
660;660,356;11,0059333333;20220503 13:09:47;55,25;5;0,41;2,05;5;0,72;3,6
661;661,352;11,0225333333;20220503 13:09:48;54,75;5;0,41;2,05;5;0,49;2,45
662;662,351;11,0391833333;20220503 13:09:49;55,25;5;0,41;2,05;5;0,41;2,05
663;663,352;11,0558666667;20220503 13:09:50;54,5;5;0,46;2,3;5;0,74;3,7
664;664,351;11,0725166667;20220503 13:09:51;54,5;5;0,41;2,05;5;0,7;3,5
665;665,359;11,0893166667;20220503 13:09:52;55;5;0,41;2,05;5;0,41;2,05
666;666,356;11,1059333333;20220503 13:09:53;54,75;5;0,47;2,35;5;0,81;4,05
667;667,354;11,1225666667;20220503 13:09:54;54,25;5;0,48;2,4;5;0,78;3,9
668;668,352;11,1392;20220503 13:09:55;54,75;5;0,42;2,1;5;0,8;4
669;669,352;11,1558666667;20220503 13:09:56;55,25;5;0,41;2,05;5;0,49;2,45
670;670,354;11,1725666667;20220503 13:09:57;55,75;5;0,41;2,05;5;0,41;2,05
671;671,351;11,1891833333;20220503 13:09:58;55,5;5;0,43;2,15;5;0,88;4,4
672;672,354;11,2059;20220503 13:09:59;55;5;0,41;2,05;5;0,5;2,5
673;673,352;11,2225333333;20220503 13:10:00;55,75;5;0,41;2,05;5;0,59;2,95
674;674,355;11,23925;20220503 13:10:01;55;5;0,46;2,3;5;0,66;3,3
675;675,351;11,25585;20220503 13:10:02;55;5;0,43;2,15;5;0,81;4,05
676;676,352;11,2725333333;20220503 13:10:03;55,5;5;0,41;2,05;5;0,8;4
677;677,351;11,2891833333;20220503 13:10:04;56;5;0,41;2,05;5;0,75;3,75
678;678,353;11,3058833333;20220503 13:10:05;56,25;5;0,41;2,05;5;0,68;3,4
679;679,355;11,3225833333;20220503 13:10:06;56,5;5;0,41;2,05;5;0,66;3,3
680;680,352;11,3392;20220503 13:10:07;56,5;5;0,42;2,1;5;0,69;3,45
681;681,351;11,35585;20220503 13:10:08;56,5;5;0,41;2,05;5;0,49;2,45
682;682,355;11,3725833333;20220503 13:10:09;56,5;5;0,41;2,05;5;0,41;2,05
683;683,355;11,38925;20220503 13:10:10;56,5;5;0,41;2,05;5;0,81;4,05
684;684,351;11,40585;20220503 13:10:11;55,75;5;0,41;2,05;5;0,65;3,25
685;685,352;11,4225333333;20220503 13:10:12;56,5;5;0,47;2,35;5;0,78;3,9
686;686,351;11,4391833333;20220503 13:10:13;56,75;5;0,5;2,5;5;0,55;2,75
687;687,355;11,4559166667;20220503 13:10:14;57;5;0,49;2,45;5;0,53;2,65
