"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
1609;1609,302;26,8217;20220426 14:38:00;5;0,4;2;5;0,41;2,05
1610;1610,307;26,83845;20220426 14:38:01;5;0,42;2,1;5;0,7;3,5
1611;1611,306;26,8551;20220426 14:38:02;5;0,63;3,15;5;0,49;2,45
1612;1612,305;26,87175;20220426 14:38:03;5;0,54;2,7;5;0,71;3,55
1613;1613,301;26,88835;20220426 14:38:04;5;0,41;2,05;5;0,83;4,15
1614;1614,3;26,905;20220426 14:38:05;5;0,62;3,1;5;0,52;2,6
1615;1615,307;26,9217833333;20220426 14:38:06;5;0,63;3,15;5;0,65;3,25
1616;1616,302;26,9383666667;20220426 14:38:07;5;0,62;3,1;5;0,63;3,15
1617;1617,299;26,9549833333;20220426 14:38:08;5;0,55;2,75;5;0,71;3,55
1618;1618,299;26,97165;20220426 14:38:09;5;0,47;2,35;5;0,76;3,8
1619;1619,298;26,9883;20220426 14:38:10;5;0,47;2,35;5;0,78;3,9
1620;1620,301;27,0050166667;20220426 14:38:11;5;0,41;2,05;5;0,82;4,1
1621;1621,306;27,0217666667;20220426 14:38:12;5;0,41;2,05;5;0,5;2,5
1622;1622,304;27,0384;20220426 14:38:13;5;0,49;2,45;5;0,41;2,05
1623;1623,302;27,0550333333;20220426 14:38:14;5;0,41;2,05;5;0,64;3,2
1624;1624,299;27,07165;20220426 14:38:15;5;0,57;2,85;5;0,49;2,45
1625;1625,299;27,0883166667;20220426 14:38:16;5;0,45;2,25;5;0,52;2,6
1626;1626,303;27,10505;20220426 14:38:17;5;0,49;2,45;5;0,45;2,25
1627;1627,305;27,12175;20220426 14:38:18;5;0,63;3,15;5;0,49;2,45
1628;1628,299;27,1383166667;20220426 14:38:19;5;0,47;2,35;5;0,93;4,65
1629;1629,304;27,1550666667;20220426 14:38:20;5;0,46;2,3;5;0,8;4
1630;1630,302;27,1717;20220426 14:38:21;5;0,45;2,25;5;0,74;3,7
1631;1631,299;27,1883166667;20220426 14:38:22;5;0,46;2,3;5;0,88;4,4
1632;1632,306;27,2051;20220426 14:38:23;5;0,46;2,3;5;0,75;3,75
1633;1633,304;27,2217333333;20220426 14:38:24;5;0,46;2,3;5;0,64;3,2
1634;1634,299;27,2383166667;20220426 14:38:25;5;0,41;2,05;5;0,66;3,3
1635;1635,306;27,2551;20220426 14:38:26;5;0,41;2,05;5;0,77;3,85
1636;1636,304;27,2717333333;20220426 14:38:27;5;0,41;2,05;5;0,84;4,2
1637;1637,302;27,2883666667;20220426 14:38:28;5;0,41;2,05;5;0,67;3,35
1638;1638,299;27,3049833333;20220426 14:38:29;5;0,41;2,05;5;0,62;3,1
1639;1639,306;27,3217666667;20220426 14:38:30;5;0,47;2,35;5;0,81;4,05
1640;1640,306;27,3384333333;20220426 14:38:31;5;0,46;2,3;5;0,75;3,75
1641;1641,302;27,3550333333;20220426 14:38:32;5;0,41;2,05;5;0,79;3,95
1642;1642,298;27,3716333333;20220426 14:38:33;5;0,41;2,05;5;0,76;3,8
1643;1643,304;27,3884;20220426 14:38:34;5;0,45;2,25;5;0,73;3,65
1644;1644,303;27,40505;20220426 14:38:35;5;0,41;2,05;5;0,77;3,85
1645;1645,298;27,4216333333;20220426 14:38:36;5;0,41;2,05;5;0,75;3,75
1646;1646,298;27,4383;20220426 14:38:37;5;0,41;2,05;5;0,67;3,35
1647;1647,303;27,45505;20220426 14:38:38;5;0,4;2;5;0,78;3,9
1648;1648,301;27,4716833333;20220426 14:38:39;5;0,41;2,05;5;0,83;4,15
1649;1649,299;27,4883166667;20220426 14:38:40;5;0,41;2,05;5;0,77;3,85
1650;1650,301;27,5050166667;20220426 14:38:41;5;0,41;2,05;5;0,83;4,15
1651;1651,299;27,52165;20220426 14:38:42;5;0,41;2,05;5;0,77;3,85
1652;1652,299;27,5383166667;20220426 14:38:43;5;0,41;2,05;5;0,75;3,75
1653;1653,305;27,5550833333;20220426 14:38:44;5;0,4;2;5;0,73;3,65
1654;1654,299;27,57165;20220426 14:38:45;5;0,44;2,2;5;0,76;3,8
1655;1655,301;27,58835;20220426 14:38:46;5;0,45;2,25;5;0,63;3,15
1656;1656,307;27,6051166667;20220426 14:38:47;5;0,41;2,05;5;0,76;3,8
