"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
978;978,303;16,30505;20220426 14:27:29;5;0,4;2;5;0,42;2,1
979;979,301;16,3216833333;20220426 14:27:30;5;0,4;2;5;0,57;2,85
980;980,3;16,3383333333;20220426 14:27:31;5;0,63;3,15;5;0,41;2,05
981;981,302;16,3550333333;20220426 14:27:32;5;0,54;2,7;5;0,65;3,25
982;982,302;16,3717;20220426 14:27:33;5;0,45;2,25;5;0,71;3,55
983;983,301;16,38835;20220426 14:27:34;5;0,63;3,15;5;0,49;2,45
984;984,302;16,4050333333;20220426 14:27:35;5;0,45;2,25;5;0,69;3,45
985;985,303;16,4217166667;20220426 14:27:36;5;0,63;3,15;5;0,45;2,25
986;986,302;16,4383666667;20220426 14:27:37;5;0,46;2,3;5;0,73;3,65
987;987,302;16,4550333333;20220426 14:27:38;5;0,47;2,35;5;0,76;3,8
988;988,301;16,4716833333;20220426 14:27:39;5;0,41;2,05;5;0,75;3,75
989;989,302;16,4883666667;20220426 14:27:40;5;0,41;2,05;5;0,65;3,25
990;990,3;16,505;20220426 14:27:41;5;0,59;2,95;5;0,45;2,25
991;991,3;16,5216666667;20220426 14:27:42;5;0,47;2,35;5;0,59;2,95
992;992,303;16,5383833333;20220426 14:27:43;5;0,4;2;5;0,49;2,45
993;993,302;16,5550333333;20220426 14:27:44;5;0,49;2,45;5;0,49;2,45
994;994,298;16,5716333333;20220426 14:27:46;5;0,43;2,15;5;0,49;3,15
995;995,665;16,5944166667;20220426 14:27:46;5;0,49;2,45;5;0,63;3,15
996;996,302;16,6050333333;20220426 14:27:47;5;0,63;3,15;5;0,49;2,45
997;997,3;16,6216666667;20220426 14:27:48;5;0,46;2,3;5;0,83;4,15
998;998,298;16,6383;20220426 14:27:49;5;0,41;2,05;5;0,76;3,8
999;999,303;16,65505;20220426 14:27:50;5;0,41;2,05;5;0,78;3,9
1000;1000,3;16,6716666667;20220426 14:27:51;5;0,46;2,3;5;0,77;3,85
1001;1001,302;16,6883666667;20220426 14:27:52;5;0,4;2;5;0,76;3,8
1002;1002,299;16,7049833333;20220426 14:27:53;5;0,47;2,35;5;0,72;3,6
1003;1003,302;16,7217;20220426 14:27:54;5;0,41;2,05;5;0,75;3,75
1004;1004,3;16,7383333333;20220426 14:27:55;5;0,41;2,05;5;0,69;3,45
1005;1005,299;16,7549833333;20220426 14:27:56;5;0,42;2,1;5;0,67;3,35
1006;1006,303;16,7717166667;20220426 14:27:57;5;0,46;2,3;5;0,72;3,6
1007;1007,3;16,7883333333;20220426 14:27:58;5;0,41;2,05;5;0,75;3,75
1008;1008,302;16,8050333333;20220426 14:27:59;5;0,4;2;5;0,63;3,15
1009;1009,298;16,8216333333;20220426 14:28:00;5;0,4;2;5;0,8;4
1010;1010,302;16,8383666667;20220426 14:28:01;5;0,41;2,05;5;0,79;3,95
1011;1011,302;16,8550333333;20220426 14:28:02;5;0,4;2;5;0,69;3,45
1012;1012,299;16,87165;20220426 14:28:03;5;0,41;2,05;5;0,74;3,7
1013;1013,303;16,8883833333;20220426 14:28:04;5;0,4;2;5;0,78;3,9
1014;1014,303;16,90505;20220426 14:28:05;5;0,41;2,05;5;0,74;3,7
1015;1015,301;16,9216833333;20220426 14:28:06;5;0,42;2;5;0,73;3,65
1016;1016,3;16,9383333333;20220426 14:28:07;5;0,41;2,05;5;0,8;4
1017;1017,302;16,9550333333;20220426 14:28:08;5;0,4;2;5;0,7;3,5
1018;1018,3;16,9716666667;20220426 14:28:09;5;0,41;2,05;5;0,83;4,15
1019;1019,302;16,9883666667;20220426 14:28:10;5;0,45;2,25;5;0,67;3,35
1020;1020,303;17,00505;20220426 14:28:11;5;0,46;2,3;5;0,8;4
1021;1021,3;17,0216666667;20220426 14:28:12;5;0,45;2,25;5;0,74;3,7
1022;1022,299;17,0383166667;20220426 14:28:13;5;0,4;2;5;0,74;3,7
1023;1023,299;17,0549833333;20220426 14:28:14;5;0,4;2;5;0,67;3,35
1024;1024,302;17,0717;20220426 14:28:15;5;0,41;2,05;5;0,74;3,7
1025;1025,301;17,08835;20220426 14:28:16;5;0,4;2;5;0,76;3,8
1026;1026,302;17,1050333333;20220426 14:28:17;5;0,41;2,05;5;0,77;3,85
1027;1027,303;17,1217166667;20220426 14:28:18;5;0,46;2,3;5;0,78;3,9
1028;1028,301;17,13835;20220426 14:28:19;5;0,4;2;5;0,71;3,55
1029;1029,3;17,155;20220426 14:28:20;5;0,41;2,05;5;0,74;3,7
1030;1030,299;17,17165;20220426 14:28:21;5;0,4;2;5;0,78;3,9
1031;1031,302;17,1883666667;20220426 14:28:22;5;0,4;2;5;0,66;3,3
1032;1032,302;17,2050333333;20220426 14:28:23;5;0,4;2;5;0,82;4,1
1033;1033,301;17,2216833333;20220426 14:28:24;5;0,4;2;5;0,77;3,85
1034;1034,299;17,2383166667;20220426 14:28:25;5;0,4;2;5;0,78;3,9
1035;1035,301;17,2550166667;20220426 14:28:26;5;0,4;2;5;0,84;4,2
1036;1036,3;17,2716666667;20220426 14:28:27;5;0,4;2;5;0,77;3,85
1037;1037,298;17,2883;20220426 14:28:28;5;0,41;2,05;5;0,75;3,75
