"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
681;681,302;11,3550333333;20220426 14:22:32;5;0,4;2;5;0,45;2,25
682;682,302;11,3717;20220426 14:22:33;5;0,4;2;5;0,64;3,2
683;683,3;11,3883333333;20220426 14:22:34;5;0,63;3,15;5;0,41;2,05
684;684,303;11,40505;20220426 14:22:35;5;0,49;2,45;5;0,58;2,9
685;685,299;11,42165;20220426 14:22:36;5;0,41;2,05;5;0,63;3,15
686;686,3;11,4383333333;20220426 14:22:37;5;0,63;3,15;5;0,52;2,6
687;687,304;11,4550666667;20220426 14:22:38;5;0,49;2,45;5;0,63;3,15
688;688,302;11,4717;20220426 14:22:39;5;0,63;3,15;5;0,53;2,65
689;689,302;11,4883666667;20220426 14:22:40;5;0,49;2,45;5;0,71;3,55
690;690,302;11,5050333333;20220426 14:22:41;5;0,47;2,35;5;0,72;3,6
691;691,298;11,5216333333;20220426 14:22:42;5;0,47;2,35;5;0,69;3,45
692;692,303;11,5383833333;20220426 14:22:43;5;0,4;2;5;0,77;3,85
693;693,303;11,55505;20220426 14:22:44;5;0,62;3,1;5;0,65;3,25
694;694,3;11,5716666667;20220426 14:22:45;5;0,63;3,15;5;0,66;3,3
695;695,302;11,5883666667;20220426 14:22:47;5;0,49;2,45;5;0,47;2,35
696;696,69;11,6115;20220426 14:22:47;5;0,49;2,45;5;0,47;2,35
697;697,298;11,6216333333;20220426 14:22:48;5;0,48;2,4;5;0,69;3,45
698;698,302;11,6383666667;20220426 14:22:49;5;0,63;3,15;5;0,58;2,9
699;699,301;11,6550166667;20220426 14:22:50;5;0,63;3,15;5;0,61;3,05
700;700,301;11,6716833333;20220426 14:22:51;5;0,5;2,5;5;0,9;4,5
701;701,298;11,6883;20220426 14:22:52;5;0,45;2,25;5;0,72;3,6
702;702,302;11,7050333333;20220426 14:22:53;5;0,41;2,05;5;0,75;3,75
703;703,299;11,72165;20220426 14:22:54;5;0,47;2,35;5;0,89;4,45
704;704,3;11,7383333333;20220426 14:22:55;5;0,45;2,25;5;0,73;3,65
705;705,303;11,75505;20220426 14:22:56;5;0,45;2,25;5;0,71;3,55
706;706,302;11,7717;20220426 14:22:57;5;0,46;2,3;5;0,78;3,9
707;707,301;11,78835;20220426 14:22:58;5;0,4;2;5;0,74;3,7
708;708,303;11,80505;20220426 14:22:59;5;0,4;2;5;0,72;3,6
709;709,302;11,8217;20220426 14:23:00;5;0,46;2,3;5;0,91;4,55
710;710,302;11,8383666667;20220426 14:23:01;5;0,41;2,05;5;0,79;3,95
711;711,302;11,8550333333;20220426 14:23:02;5;0,41;2,05;5;0,63;3,15
712;712,303;11,8717166667;20220426 14:23:03;5;0,41;2,05;5;0,83;4,15
713;713,303;11,8883833333;20220426 14:23:04;5;0,45;2,25;5;0,8;4
714;714,304;11,9050666667;20220426 14:23:05;5;0,42;2,1;5;0,82;4,1
715;715,301;11,9216833333;20220426 14:23:06;5;0,4;2;5;0,75;3,75
716;716,301;11,93835;20220426 14:23:07;5;0,41;2,05;5;0,74;3,7
717;717,299;11,9549833333;20220426 14:23:08;5;0,45;2,25;5;0,78;3,9
718;718,298;11,9716333333;20220426 14:23:09;5;0,4;2;5;0,84;4,2
719;719,303;11,9883833333;20220426 14:23:10;5;0,4;2;5;0,7;3,5
720;720,303;12,00505;20220426 14:23:11;5;0,4;2;5;0,78;3,9
721;721,303;12,0217166667;20220426 14:23:12;5;0,41;2,05;5;0,76;3,8
722;722,303;12,0383833333;20220426 14:23:13;5;0,41;2,05;5;0,64;3,2
723;723,301;12,0550166667;20220426 14:23:14;5;0,4;2;5;0,79;3,95
724;724,299;12,07165;20220426 14:23:15;5;0,4;2;5;0,74;3,7
725;725,301;12,08835;20220426 14:23:16;5;0,41;2,05;5;0,74;3,7
726;726,303;12,10505;20220426 14:23:17;5;0,4;2;5;0,68;3,4
727;727,303;12,1217166667;20220426 14:23:18;5;0,41;2,05;5;0,75;3,75
728;728,304;12,1384;20220426 14:23:19;5;0,4;2;5;0,75;3,75
729;729,303;12,15505;20220426 14:23:20;5;0,4;2;5;0,67;3,35
730;730,3;12,1716666667;20220426 14:23:21;5;0,4;2;5;0,82;4,1
731;731,298;12,1883;20220426 14:23:22;5;0,4;2;5;0,76;3,8
732;732,298;12,2049666667;20220426 14:23:23;5;0,4;2;5;0,74;3,7
733;733,303;12,2217166667;20220426 14:23:24;5;0,42;2,1;5;0,83;4,15
734;734,303;12,2383833333;20220426 14:23:25;5;0,4;2;5;0,77;3,85
735;735,303;12,25505;20220426 14:23:26;5;0,41;2,05;5;0,73;3,65
736;736,302;12,2717;20220426 14:23:27;5;0,43;2,15;5;0,64;3,2
737;737,299;12,2883166667;20220426 14:23:28;5;0,4;2;5;0,79;3,95
738;738,299;12,3049833333;20220426 14:23:29;5;0,4;2;5;0,82;4,1
739;739,302;12,3217;20220426 14:23:30;5;0,4;2;5;0,69;3,45
740;740,303;12,3383833333;20220426 14:23:31;5;0,44;2,2;5;0,77;3,85
741;741,302;12,3550333333;20220426 14:23:32;5;0,4;2;5;0,79;3,95
742;742,303;12,3717166667;20220426 14:23:33;5;0,4;2;5;0,74;3,7
743;743,301;12,38835;20220426 14:23:34;5;0,4;2;5;0,8;4
744;744,299;12,4049833333;20220426 14:23:35;5;0,4;2;5;0,79;3,95
745;745,299;12,42165;20220426 14:23:36;5;0,4;2;5;0,73;3,65
746;746,303;12,4383833333;20220426 14:23:37;5;0,4;2;5;0,78;3,9
747;747,301;12,4550166667;20220426 14:23:38;5;0,4;2;5;0,63;3,15
748;748,303;12,4717166667;20220426 14:23:39;5;0,4;2;5;0,75;3,75
749;749,303;12,4883833333;20220426 14:23:40;5;0,4;2;5;0,8;4
750;750,3;12,505;20220426 14:23:41;5;0,4;2;5;0,74;3,7
751;751,299;12,52165;20220426 14:23:42;5;0,4;2;5;0,68;3,4
752;752,3;12,5383333333;20220426 14:23:43;5;0,4;2;5;0,76;3,8
753;753,303;12,55505;20220426 14:23:44;5;0,4;2;5;0,8;4
754;754,301;12,5716833333;20220426 14:23:45;5;0,4;2;5;0,74;3,7
755;755,3;12,5883333333;20220426 14:23:46;5;0,43;2,15;5;0,7;3,5
756;756,302;12,6050333333;20220426 14:23:47;5;0,4;2;5;0,74;3,7
757;757,302;12,6217;20220426 14:23:48;5;0,4;2;5;0,77;3,85
758;758,299;12,6383166667;20220426 14:23:49;5;0,43;2,15;5;0,83;4,15
759;759,3;12,655;20220426 14:23:50;5;0,4;2;5;0,77;3,85
760;760,299;12,67165;20220426 14:23:51;5;0,4;2;5;0,76;3,8
761;761,302;12,6883666667;20220426 14:23:52;5;0,4;2;5;0,77;3,85
762;762,303;12,70505;20220426 14:23:53;5;0,4;2;5;0,77;3,85
763;763,301;12,7216833333;20220426 14:23:54;5;0,4;2;5;0,74;3,7
764;764,299;12,7383166667;20220426 14:23:55;5;0,4;2;5;0,77;3,85
765;765,302;12,7550333333;20220426 14:23:56;5;0,4;2;5;0,78;3,9
766;766,302;12,7717;20220426 14:23:57;5;0,43;2,15;5;0,66;3,3
767;767,3;12,7883333333;20220426 14:23:58;5;0,4;2;5;0,75;3,75
768;768,299;12,8049833333;20220426 14:23:59;5;0,4;2;5;0,73;3,65
769;769,303;12,8217166667;20220426 14:24:00;5;0,4;2;5;0,75;3,75
770;770,301;12,83835;20220426 14:24:01;5;0,45;2,25;5;0,74;3,7
771;771,301;12,8550166667;20220426 14:24:02;5;0,4;2;5;0,75;3,75
772;772,302;12,8717;20220426 14:24:03;5;0,4;2;5;0,75;3,75
773;773,301;12,88835;20220426 14:24:04;5;0,4;2;5;0,76;3,8
774;774,302;12,9050333333;20220426 14:24:05;5;0,4;2;5;0,76;3,8
775;775,3;12,9216666667;20220426 14:24:06;5;0,4;2;5;0,78;3,9
776;776,302;12,9383666667;20220426 14:24:07;5;0,4;2;5;0,77;3,85
777;777,3;12,955;20220426 14:24:08;5;0,4;2;5;0,67;3,35
778;778,306;12,9717666667;20220426 14:24:09;5;0,4;2;5;0,83;4,15
779;779,302;12,9883666667;20220426 14:24:10;5;0,4;2;5;0,81;4,05
780;780,3;13,005;20220426 14:24:11;5;0,4;2;5;0,74;3,7
781;781,299;13,02165;20220426 14:24:12;5;0,4;2;5;0,77;3,85
782;782,302;13,0383666667;20220426 14:24:13;5;0,4;2;5;0,74;3,7
783;783,302;13,0550333333;20220426 14:24:14;5;0,4;2;5;0,76;3,8
784;784,3;13,0716666667;20220426 14:24:15;5;0,4;2;5;0,8;4
785;785,298;13,0883;20220426 14:24:16;5;0,4;2;5;0,77;3,85
786;786,303;13,10505;20220426 14:24:17;5;0,4;2;5;0,77;3,85
787;787,3;13,1216666667;20220426 14:24:18;5;0,4;2;5;0,68;3,4
788;788,302;13,1383666667;20220426 14:24:19;5;0,4;2;5;0,81;4,05
789;789,298;13,1549666667;20220426 14:24:20;5;0,4;2;5;0,77;3,85
790;790,301;13,1716833333;20220426 14:24:21;5;0,4;2;5;0,65;3,25
791;791,302;13,1883666667;20220426 14:24:22;5;0,45;2,25;5;0,81;4,05
792;792,298;13,2049666667;20220426 14:24:23;5;0,41;2,05;5;0,8;4
793;793,299;13,22165;20220426 14:24:24;5;0,4;2;5;0,62;3,1
794;794,303;13,2383833333;20220426 14:24:25;5;0,41;2,05;5;0,81;4,05
795;795,298;13,2549666667;20220426 14:24:26;5;0,41;2,05;5;0,75;3,75
796;796,3;13,2716666667;20220426 14:24:27;5;0,41;2,05;5;0,78;3,9
797;797,3;13,2883333333;20220426 14:24:28;5;0,46;2,3;5;0,86;4,3
798;798,301;13,3050166667;20220426 14:24:29;5;0,45;2,25;5;0,76;3,8
799;799,301;13,3216833333;20220426 14:24:30;5;0,4;2;5;0,77;3,85
800;800,299;13,3383166667;20220426 14:24:31;5;0,4;2;5;0,86;4,3
801;801,303;13,35505;20220426 14:24:32;5;0,4;2;5;0,81;4,05
802;802,303;13,3717166667;20220426 14:24:33;5;0,4;2;5;0,77;3,85
803;803,303;13,3883833333;20220426 14:24:34;5;0,4;2;5;0,79;3,95
804;804,302;13,4050333333;20220426 14:24:35;5;0,42;2,1;5;0,86;4,3
805;805,3;13,4216666667;20220426 14:24:36;5;0,4;2;5;0,78;3,9
806;806,298;13,4383;20220426 14:24:37;5;0,4;2;5;0,66;3,3
807;807,298;13,4549666667;20220426 14:24:38;5;0,4;2;5;0,83;4,15
808;808,3;13,4716666667;20220426 14:24:39;5;0,4;2;5;0,79;3,95
809;809,301;13,48835;20220426 14:24:40;5;0,4;2;5;0,85;4,25
810;810,302;13,5050333333;20220426 14:24:41;5;0,4;2;5;0,75;3,75
811;811,302;13,5217;20220426 14:24:42;5;0,46;2,3;5;0,69;3,45
812;812,301;13,53835;20220426 14:24:43;5;0,4;2;5;0,77;3,85
813;813,299;13,5549833333;20220426 14:24:44;5;0,4;2;5;0,68;3,4
814;814,298;13,5716333333;20220426 14:24:45;5;0,4;2;5;0,69;3,45
815;815,3;13,5883333333;20220426 14:24:46;5;0,4;2;5;0,66;3,3
816;816,298;13,6049666667;20220426 14:24:47;5;0,4;2;5;0,74;3,7
817;817,301;13,6216833333;20220426 14:24:48;5;0,4;2;5;0,77;3,85
818;818,303;13,6383833333;20220426 14:24:49;5;0,45;2,25;5;0,67;3,35
819;819,302;13,6550333333;20220426 14:24:50;5;0,4;2;5;0,81;4,05
820;820,301;13,6716833333;20220426 14:24:51;5;0,4;2;5;0,73;3,65
821;821,302;13,6883666667;20220426 14:24:52;5;0,4;2;5;0,51;2,55
822;822,3;13,705;20220426 14:24:53;5;0,4;2;5;0,68;3,4
823;823,302;13,7217;20220426 14:24:54;5;0,4;2;5;0,42;2,1
824;824,301;13,73835;20220426 14:24:55;5;0,4;2;5;0,47;2,35
825;825,302;13,7550333333;20220426 14:24:56;5;0,4;2;5;0,43;2,15
826;826,303;13,7717166667;20220426 14:24:57;5;0,4;2;5;0,44;2,2
827;827,299;13,7883166667;20220426 14:24:58;5;0,47;2,35;5;0,44;2,2
828;828,302;13,8050333333;20220426 14:24:59;5;0,4;2;5;0,42;2,1
829;829,301;13,8216833333;20220426 14:25:00;5;0,4;2;5;0,48;2,4
830;830,301;13,83835;20220426 14:25:01;5;0,45;2,25;5;0,43;2,15
831;831,303;13,85505;20220426 14:25:02;5;0,4;2;5;0,65;3,25
832;832,301;13,8716833333;20220426 14:25:03;5;0,4;2;5;0,42;2,1
833;833,3;13,8883333333;20220426 14:25:04;5;0,41;2,05;5;0,73;3,65
834;834,302;13,9050333333;20220426 14:25:05;5;0,4;2;5;0,5;2,5
835;835,299;13,92165;20220426 14:25:06;5;0,4;2;5;0,8;4
836;836,302;13,9383666667;20220426 14:25:07;5;0,63;3,15;5;0,5;2,5
837;837,302;13,9550333333;20220426 14:25:08;5;0,49;2,45;5;0,65;3,25
838;838,299;13,97165;20220426 14:25:09;5;0,4;2;5;0,5;2,5
