"index";"seconds";"minutes";"dateTime";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
1302;1302,299;21,7049833333;20220426 14:32:53;5;0,4;2;5;0,49;2,45
1303;1303,3;21,7216666667;20220426 14:32:54;5;0,61;3,05;5;0,69;3,45
1304;1304,302;21,7383666667;20220426 14:32:55;5;0,63;3,15;5;0,47;2,35
1305;1305,302;21,7550333333;20220426 14:32:56;5;0,41;2,05;5;0,66;3,3
1306;1306,299;21,77165;20220426 14:32:57;5;0,43;2,15;5;0,63;3,15
1307;1307,303;21,7883833333;20220426 14:32:58;5;0,57;2,85;5;0,49;2,45
1308;1308,301;21,8050166667;20220426 14:32:59;5;0,47;2,35;5;0,68;3,4
1309;1309,298;21,8216333333;20220426 14:33:00;5;0,63;3,15;5;0,46;2,3
1310;1310,3;21,8383333333;20220426 14:33:01;5;0,48;2,4;5;0,68;3,4
1311;1311,302;21,8550333333;20220426 14:33:02;5;0,47;2,35;5;0,73;3,65
1312;1312,301;21,8716833333;20220426 14:33:03;5;0,47;2,35;5;0,72;3,6
1313;1313,301;21,88835;20220426 14:33:04;5;0,41;2,05;5;0,71;3,55
1314;1314,303;21,90505;20220426 14:33:05;5;0,64;3,2;5;0,41;2,05
1315;1315,3;21,9216666667;20220426 14:33:07;5;0,41;2,05;5;0,59;2,95
1316;1316,817;21,94695;20220426 14:33:08;5;0,63;3,15;5;0,49;2,45
1317;1317,299;21,9549833333;20220426 14:33:08;5;0,63;3,15;5;0,49;2,45
1318;1318,302;21,9717;20220426 14:33:09;5;0,41;2,05;5;0,7;3,5
1319;1319,3;21,9883333333;20220426 14:33:10;5;0,63;3,15;5;0,43;2,15
1320;1320,298;22,0049666667;20220426 14:33:11;5;0,45;2,25;5;0,63;3,15
1321;1321,303;22,0217166667;20220426 14:33:12;5;0,63;3,15;5;0,61;3,05
1322;1322,302;22,0383666667;20220426 14:33:13;5;0,47;2,35;5;0,63;3,15
1323;1323,301;22,0550166667;20220426 14:33:14;5;0,47;2,35;5;0,84;4,2
1324;1324,299;22,07165;20220426 14:33:15;5;0,41;2,05;5;0,74;3,7
1325;1325,302;22,0883666667;20220426 14:33:16;5;0,46;2,3;5;0,78;3,9
1326;1326,3;22,105;20220426 14:33:17;5;0,41;2,05;5;0,78;3,9
1327;1327,299;22,12165;20220426 14:33:18;5;0,41;2,05;5;0,65;3,25
1328;1328,303;22,1383833333;20220426 14:33:19;5;0,44;2,2;5;0,71;3,55
1329;1329,301;22,1550166667;20220426 14:33:20;5;0,41;2,05;5;0,73;3,65
1330;1330,301;22,1716833333;20220426 14:33:21;5;0,41;2,05;5;0,77;3,85
1331;1331,301;22,18835;20220426 14:33:22;5;0,41;2,05;5;0,71;3,55
1332;1332,302;22,2050333333;20220426 14:33:23;5;0,47;2,35;5;0,87;4,35
1333;1333,3;22,2216666667;20220426 14:33:24;5;0,46;2,3;5;0,83;4,15
1334;1334,302;22,2383666667;20220426 14:33:25;5;0,4;2;5;0,79;3,95
1335;1335,303;22,25505;20220426 14:33:26;5;0,41;2,05;5;0,67;3,35
1336;1336,3;22,2716666667;20220426 14:33:27;5;0,44;2,2;5;0,64;3,2
1337;1337,3;22,2883333333;20220426 14:33:28;5;0,41;2,05;5;0,8;4
1338;1338,299;22,3049833333;20220426 14:33:29;5;0,41;2,05;5;0,79;3,95
1339;1339,302;22,3217;20220426 14:33:30;5;0,41;2,05;5;0,73;3,65
1340;1340,301;22,33835;20220426 14:33:31;5;0,43;2,15;5;0,66;3,3
1341;1341,298;22,3549666667;20220426 14:33:32;5;0,4;2;5;0,81;4,05
1342;1342,303;22,3717166667;20220426 14:33:33;5;0,41;2,05;5;0,74;3,7
1343;1343,302;22,3883666667;20220426 14:33:34;5;0,4;2;5;0,81;4,05
1344;1344,299;22,4049833333;20220426 14:33:35;5;0,4;2;5;0,78;3,9
1345;1345,302;22,4217;20220426 14:33:36;5;0,4;2;5;0,73;3,65
1346;1346,302;22,4383666667;20220426 14:33:37;5;0,4;2;5;0,78;3,9
1347;1347,3;22,455;20220426 14:33:38;5;0,41;2,05;5;0,74;3,7
1348;1348,303;22,4717166667;20220426 14:33:39;5;0,43;2,15;5;0,67;3,35
1349;1349,298;22,4883;20220426 14:33:40;5;0,4;2;5;0,68;3,4
1350;1350,302;22,5050333333;20220426 14:33:41;5;0,4;2;5;0,79;3,95
1351;1351,299;22,52165;20220426 14:33:42;5;0,41;2,05;5;0,75;3,75
1352;1352,301;22,53835;20220426 14:33:43;5;0,44;2,2;5;0,78;3,9
1353;1353,302;22,5550333333;20220426 14:33:44;5;0,4;2;5;0,78;3,9
1354;1354,3;22,5716666667;20220426 14:33:45;5;0,41;2,05;5;0,76;3,8
1355;1355,298;22,5883;20220426 14:33:46;5;0,41;2,05;5;0,73;3,65
1356;1356,303;22,60505;20220426 14:33:47;5;0,41;2,05;5;0,73;3,65
1357;1357,301;22,6216833333;20220426 14:33:48;5;0,4;2;5;0,75;3,75
1358;1358,302;22,6383666667;20220426 14:33:49;5;0,41;2,05;5;0,76;3,8
1359;1359,298;22,6549666667;20220426 14:33:50;5;0,45;2,25;5;0,64;3,2
1360;1360,302;22,6717;20220426 14:33:51;5;0,41;2,05;5;0,75;3,75
1361;1361,3;22,6883333333;20220426 14:33:52;5;0,41;2,05;5;0,78;3,9
1362;1362,298;22,7049666667;20220426 14:33:53;5;0,41;2,05;5;0,64;3,2
1363;1363,303;22,7217166667;20220426 14:33:54;5;0,4;2;5;0,76;3,8
1364;1364,302;22,7383666667;20220426 14:33:55;5;0,4;2;5;0,79;3,95
1365;1365,298;22,7549666667;20220426 14:33:56;5;0,41;2,05;5;0,76;3,8
1366;1366,299;22,77165;20220426 14:33:57;5;0,43;2,15;5;0,76;3,8
1367;1367,302;22,7883666667;20220426 14:33:58;5;0,41;2,05;5;0,75;3,75
1368;1368,3;22,805;20220426 14:33:59;5;0,4;2;5;0,77;3,85
1369;1369,299;22,82165;20220426 14:34:00;5;0,4;2;5;0,64;3,2
1370;1370,303;22,8383833333;20220426 14:34:01;5;0,45;2,25;5;0,76;3,8
1371;1371,301;22,8550166667;20220426 14:34:02;5;0,4;2;5;0,79;3,95
1372;1372,3;22,8716666667;20220426 14:34:03;5;0,4;2;5;0,76;3,8
1373;1373,298;22,8883;20220426 14:34:04;5;0,41;2,05;5;0,74;3,7
1374;1374,303;22,90505;20220426 14:34:05;5;0,41;2,05;5;0,76;3,8
1375;1375,3;22,9216666667;20220426 14:34:06;5;0,4;2;5;0,75;3,75
1376;1376,302;22,9383666667;20220426 14:34:07;5;0,41;2,05;5;0,65;3,25
1377;1377,303;22,95505;20220426 14:34:08;5;0,4;2;5;0,78;3,9
1378;1378,301;22,9716833333;20220426 14:34:09;5;0,4;2;5;0,8;4
1379;1379,3;22,9883333333;20220426 14:34:10;5;0,4;2;5;0,68;3,4
1380;1380,298;23,0049666667;20220426 14:34:11;5;0,4;2;5;0,74;3,7
1381;1381,302;23,0217;20220426 14:34:12;5;0,4;2;5;0,78;3,9
1382;1382,3;23,0383333333;20220426 14:34:13;5;0,4;2;5;0,79;3,95
1383;1383,298;23,0549666667;20220426 14:34:14;5;0,4;2;5;0,73;3,65
1384;1384,303;23,0717166667;20220426 14:34:15;5;0,4;2;5;0,79;3,95
1385;1385,302;23,0883666667;20220426 14:34:16;5;0,4;2;5;0,74;3,7
1386;1386,298;23,1049666667;20220426 14:34:17;5;0,4;2;5;0,81;4,05
1387;1387,299;23,12165;20220426 14:34:18;5;0,43;2,15;5;0,75;3,75
1388;1388,302;23,1383666667;20220426 14:34:19;5;0,4;2;5;0,77;3,85
1389;1389,302;23,1550333333;20220426 14:34:20;5;0,4;2;5;0,76;3,8
1390;1390,3;23,1716666667;20220426 14:34:21;5;0,41;2,05;5;0,65;3,25
1391;1391,303;23,1883833333;20220426 14:34:22;5;0,4;2;5;0,79;3,95
1392;1392,3;23,205;20220426 14:34:23;5;0,4;2;5;0,8;4
1393;1393,298;23,2216333333;20220426 14:34:24;5;0,4;2;5;0,76;3,8
1394;1394,301;23,23835;20220426 14:34:25;5;0,43;2,15;5;0,8;4
1395;1395,302;23,2550333333;20220426 14:34:26;5;0,41;2,05;5;0,75;3,75
1396;1396,3;23,2716666667;20220426 14:34:27;5;0,4;2;5;0,74;3,7
1397;1397,303;23,2883833333;20220426 14:34:28;5;0,45;2,25;5;0,72;3,6
1398;1398,303;23,30505;20220426 14:34:29;5;0,4;2;5;0,71;3,55
1399;1399,301;23,3216833333;20220426 14:34:30;5;0,4;2;5;0,78;3,9
1400;1400,299;23,3383166667;20220426 14:34:31;5;0,4;2;5;0,77;3,85
1401;1401,3;23,355;20220426 14:34:32;5;0,4;2;5;0,79;3,95
1402;1402,302;23,3717;20220426 14:34:33;5;0,41;2,05;5;0,78;3,9
1403;1403,3;23,3883333333;20220426 14:34:34;5;0,41;2,05;5;0,74;3,7
1404;1404,302;23,4050333333;20220426 14:34:35;5;0,45;2,25;5;0,78;3,9
1405;1405,303;23,4217166667;20220426 14:34:36;5;0,4;2;5;0,68;3,4
1406;1406,3;23,4383333333;20220426 14:34:37;5;0,4;2;5;0,74;3,7
1407;1407,302;23,4550333333;20220426 14:34:38;5;0,4;2;5;0,79;3,95
1408;1408,299;23,47165;20220426 14:34:39;5;0,4;2;5;0,78;3,9
1409;1409,303;23,4883833333;20220426 14:34:40;5;0,4;2;5;0,78;3,9
1410;1410,301;23,5050166667;20220426 14:34:41;5;0,4;2;5;0,81;4,05
1411;1411,301;23,5216833333;20220426 14:34:42;5;0,4;2;5;0,74;3,7
1412;1412,303;23,5383833333;20220426 14:34:43;5;0,4;2;5;0,79;3,95
1413;1413,302;23,5550333333;20220426 14:34:44;5;0,4;2;5;0,62;3,1
1414;1414,302;23,5717;20220426 14:34:45;5;0,4;2;5;0,85;4,25
1415;1415,299;23,5883166667;20220426 14:34:46;5;0,42;2,1;5;0,77;3,85
